index,x,y_elevation,z,cumulative_length_m
55,-198.9144744873047,-7.970527172088623,325.68096923828125,88.69316864013672
56,-198.74554443359375,-7.961642265319824,324.09820556640625,90.28499603271484
57,-198.5762481689453,-7.95249605178833,322.51507568359375,91.87724304199219
58,-198.4069061279297,-7.944113731384277,320.9313049316406,93.47013854980469
59,-198.23794555664062,-7.936516761779785,319.34698486328125,95.06350708007812
60,-198.0694580078125,-7.92948579788208,317.76220703125,96.65727233886719
61,-197.90174865722656,-7.921688556671143,316.1769714355469,98.25144958496094
62,-197.73448181152344,-7.9134368896484375,314.59100341796875,99.8463134765625
63,-197.56719970703125,-7.904667854309082,313.004638671875,101.44154357910156
64,-197.40045166015625,-7.897566318511963,311.4177551269531,103.03721618652344
65,-197.23410034179688,-7.890723705291748,309.830322265625,104.63343048095703
66,-197.0681915283203,-7.884663105010986,308.2425231933594,106.2299575805664
67,-196.9026641845703,-7.877302169799805,306.6544494628906,107.82669067382812
68,-196.7373809814453,-7.869817733764648,305.0659484863281,109.423828125
69,-196.5720977783203,-7.860116958618164,303.47711181640625,111.02134704589844
70,-196.40757751464844,-7.851485729217529,301.88775634765625,112.61929321289062
71,-196.2433319091797,-7.842690944671631,300.29803466796875,114.21756744384766
72,-196.07911682128906,-7.835399150848389,298.70794677734375,115.81617736816406
73,-195.9142303466797,-7.82690954208374,297.1175231933594,117.41519165039062
74,-195.74964904785156,-7.819002628326416,295.5267639160156,119.01453399658203
75,-195.58494567871094,-7.811462879180908,293.9355773925781,120.61431884765625
76,-195.41970825195312,-7.803109645843506,292.34423828125,122.21427917480469
77,-195.2544708251953,-7.795188903808594,290.7524108886719,123.8147201538086
78,-195.08905029296875,-7.786567687988281,289.16033935546875,125.41545104980469
79,-194.92343139648438,-7.777455806732178,287.5680236816406,127.0164566040039
80,-194.75717163085938,-7.767319202423096,285.9754333496094,128.61778259277344
81,-194.5905303955078,-7.7563066482543945,284.382568359375,130.21942138671875
82,-194.4235382080078,-7.7460222244262695,282.7893981933594,131.82142639160156
83,-194.2556915283203,-7.736778259277344,281.19580078125,133.42393493652344
84,-194.08717346191406,-7.728636264801025,279.6020202636719,135.0266571044922
85,-193.9186248779297,-7.721432209014893,278.0079650878906,136.62965393066406
86,-193.74981689453125,-7.713149547576904,276.4136657714844,138.2329559326172
87,-193.58026123046875,-7.703548431396484,274.8191223144531,139.8365936279297
88,-193.41001892089844,-7.6944451332092285,273.2242736816406,141.44058227539062
89,-193.23934936523438,-7.6856584548950195,271.62908935546875,143.04493713378906
90,-193.0685272216797,-7.678102493286133,270.0335388183594,144.64968872070312
91,-192.89688110351562,-7.66975212097168,268.4378662109375,146.25465393066406
92,-192.7248077392578,-7.661788463592529,266.8418273925781,147.86000061035156
93,-192.55245971679688,-7.65324592590332,265.24554443359375,149.4656219482422
94,-192.380126953125,-7.644049167633057,263.6490478515625,151.0714874267578
95,-192.20761108398438,-7.6341071128845215,262.0520935058594,152.67784118652344
96,-192.0347442626953,-7.624608993530273,260.4548034667969,154.28453063964844
97,-191.8620147705078,-7.616452693939209,258.857177734375,155.8915252685547
98,-191.6896209716797,-7.608614921569824,257.25921630859375,157.49884033203125
99,-191.51730346679688,-7.601193904876709,255.66082763671875,159.1065673828125
100,-191.3452606201172,-7.59272575378418,254.062255859375,160.71444702148438
101,-191.1734619140625,-7.5846123695373535,252.46327209472656,162.3227081298828
102,-191.00148010253906,-7.575665473937988,250.8639373779297,163.93133544921875
103,-190.8297882080078,-7.566678047180176,249.26426696777344,165.54026794433594
104,-190.65826416015625,-7.55902624130249,247.6641387939453,167.14964294433594
