t_s,car_x,car_z,e_y_m,e_psi_rad,theta_ref0_deg,theta_real_deg,theta_dot_kf_degs,theta_dot_raw_degs,error_deg,tau_Nm,speed_kmh,kappa_avg,loop_dt_ms
748.032,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.23
748.084,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,19.25
748.13,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.81
748.18,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.37
748.235,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,19.89
748.287,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,21.55
748.328,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.16
748.386,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,20.16
748.43,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.74
748.479,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.39
748.529,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.4
748.58,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.42
748.632,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.47
748.681,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,13.23
748.737,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,18.81
748.78,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.08
748.834,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,15.54
748.882,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,13.39
748.932,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.54
748.983,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.72
749.033,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.09
749.083,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.47
749.141,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,19.59
749.189,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.81
749.234,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.9
749.285,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.97
749.335,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.29
749.388,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.91
749.437,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,13.39
749.486,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.48
749.536,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.55
749.586,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.99
749.637,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.57
749.687,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.74
749.74,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.89
749.787,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.17
749.841,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,15.54
749.891,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,15.79
749.938,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.59
749.989,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.12
750.04,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,13.35
750.094,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,17.37
750.143,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,15.72
750.192,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.95
750.245,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,17.19
750.291,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.8
750.347,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.11
750.391,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.94
750.44,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.33
750.492,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.94
750.543,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.95
750.599,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,19.01
750.648,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.43
750.7,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,19.39
750.745,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,14.35
750.794,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.7
750.843,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.7
750.893,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.48
750.946,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,14.1
750.996,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,14.35
751.048,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,15.58
751.099,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.01
751.148,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,15.06
751.202,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,18.41
751.247,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.13
751.3,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,15.94
751.348,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,14.13
751.398,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.68
751.448,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.46
751.501,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,16.03
751.548,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.28
751.598,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.47
751.649,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,13.25
751.699,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.43
751.748,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.47
751.803,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,15.8
751.853,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,15.52
751.899,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.43
751.95,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.02
752.005,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,17.02
752.056,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,16.97
752.105,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,16.26
752.152,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.45
752.213,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,24.01
752.253,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.68
752.302,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.94
752.358,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,17.57
752.409,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,18.27
752.46,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.75
752.512,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,20.68
752.555,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.89
752.613,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,21.21
752.655,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.99
752.705,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.94
752.755,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.97
752.813,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,20.14
752.861,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.78
752.907,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.86
752.957,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.6
753.016,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,21.51
753.061,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,16.42
753.112,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,16.84
753.164,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.14
753.212,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,15.9
753.258,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.06
753.314,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,17.69
753.368,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,20.6
753.411,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.42
753.466,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.46
753.512,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.0
753.564,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,16.03
753.615,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,16.8
753.661,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.73
753.712,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.15
753.762,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.28
753.812,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.49
753.863,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.57
753.913,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.22
753.968,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,18.07
754.02,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,18.95
754.067,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,16.08
754.115,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.74
754.166,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,14.42
754.222,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,20.05
754.27,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,17.1
754.32,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,16.69
754.372,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,18.3
754.419,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,15.91
754.472,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,18.88
754.516,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.63
754.573,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.99
754.616,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.34
754.667,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.45
754.717,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.11
754.767,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.08
754.824,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.03
754.872,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,16.34
754.924,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.88
754.975,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.24
755.023,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,16.1
755.074,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,16.32
755.123,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,15.53
755.177,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.54
755.227,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,18.38
755.275,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,16.51
755.326,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.38
755.378,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,18.59
755.422,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.56
755.479,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,19.26
755.531,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,20.51
755.579,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.88
755.63,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,19.33
755.679,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,18.37
755.73,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.44
755.781,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,19.58
755.831,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,19.03
755.874,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.08
755.929,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.19
755.976,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.78
756.025,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.61
756.075,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.94
756.13,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,16.19
756.182,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,18.05
756.232,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.0
756.282,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,16.72
756.333,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.46
756.377,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.95
756.43,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,13.94
756.483,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.25
756.534,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.33
756.579,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.54
756.631,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.83
756.685,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,19.06
756.733,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,16.37
756.782,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,14.78
756.83,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.42
756.883,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,15.43
756.931,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.56
756.98,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.65
757.032,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.63
757.088,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.18
757.138,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,18.18
757.188,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,17.4
757.233,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.23
757.289,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,18.81
757.333,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.02
757.383,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.15
757.436,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,14.82
757.486,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,14.15
757.541,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,19.57
757.591,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,19.21
757.636,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.25
757.684,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.67
757.74,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,16.77
757.791,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.63
757.842,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,18.14
757.887,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.49
757.939,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,14.5
757.992,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,17.44
758.038,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,13.42
758.087,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.83
758.138,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.22
758.189,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,13.53
758.245,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,19.04
758.29,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,13.63
758.344,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,17.0
758.392,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,14.59
758.439,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.07
758.492,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.28
758.544,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,16.57
758.597,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,18.25
758.646,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,17.58
758.69,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.58
758.74,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.51
758.792,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.98
758.849,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,19.21
758.893,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.73
758.943,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.28
758.993,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.48
759.044,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.75
