t_s,car_x,car_z,e_y_m,e_psi_rad,theta_ref0_deg,theta_real_deg,theta_dot_kf_degs,theta_dot_raw_degs,error_deg,tau_Nm,speed_kmh,kappa_avg,loop_dt_ms
132.722,117.959,-1090.044,-1.047,0.00166,2.602,2.251,0.791,0.0,0.351,0.0185,94.57,0.002377,11.73
132.774,119.134,-1090.5,-1.0434,0.00067,3.039,2.518,3.249,0.0,0.521,0.0202,94.41,0.002483,13.21
132.822,120.38,-1090.982,-1.04,-0.00091,3.269,2.865,5.335,0.0,0.405,0.0204,94.24,0.002528,10.56
132.87,121.552,-1091.432,-1.0378,-0.00194,3.933,3.151,6.93,0.0,0.782,0.0037,94.07,0.002435,9.03
132.925,122.796,-1091.907,-1.039,0.0004,3.234,3.097,5.728,0.0,0.137,-0.0375,93.92,0.002435,13.05
132.974,124.112,-1092.405,-1.0387,-0.00076,3.507,3.152,-1.078,0.0,0.355,0.0133,93.75,0.002814,11.78
133.029,125.354,-1092.871,-1.0388,-0.00134,3.448,3.378,1.096,0.0,0.071,0.0258,93.59,0.002658,16.03
133.078,126.523,-1093.306,-1.0387,-0.00203,3.938,3.613,4.517,0.0,0.325,0.0093,93.43,0.002528,15.37
133.121,127.763,-1093.763,-1.0385,-0.00271,4.304,3.782,4.713,0.0,0.522,-0.0012,93.26,0.002436,7.94
133.174,128.93,-1094.19,-1.038,-0.00296,4.268,3.868,3.369,0.0,0.4,-0.0057,93.11,0.002198,10.31
133.224,130.169,-1094.638,-1.0396,0.00076,3.14,3.555,1.717,0.0,-0.415,-0.0527,92.94,0.002198,9.94
133.278,131.335,-1095.054,-1.0381,0.00104,2.939,3.191,-6.263,0.0,-0.252,-0.0179,92.78,0.002034,13.94
133.328,132.646,-1095.518,-1.0353,0.00143,2.714,2.976,-7.266,0.0,-0.262,0.008,92.61,0.002354,13.18
133.373,133.884,-1095.95,-1.0312,0.00112,2.578,2.894,-4.31,0.0,-0.316,0.0112,92.45,0.002363,8.07
133.425,135.048,-1096.352,-1.0263,0.00122,2.767,2.811,-1.63,0.0,-0.044,-0.0031,92.29,0.002196,9.66
133.473,136.284,-1096.773,-1.0201,0.00074,2.765,2.778,-1.663,0.0,-0.013,0.0041,92.12,0.001957,8.27
133.528,137.447,-1097.166,-1.0173,0.00446,1.6,2.378,-0.666,0.0,-0.778,-0.0524,91.96,0.001957,13.07
133.576,138.754,-1097.601,-1.0107,0.00392,1.687,2.057,-8.001,0.0,-0.37,-0.0029,91.81,0.002122,9.94
133.631,139.988,-1098.008,-1.0041,0.00328,1.982,1.869,-6.422,0.0,0.113,0.0075,91.64,0.001985,15.08
133.68,141.148,-1098.386,-0.9975,0.0023,1.797,1.914,-3.746,0.0,-0.117,0.0259,91.49,0.002138,13.25
133.73,142.381,-1098.784,-0.991,0.00137,2.259,2.124,0.9,0.0,0.135,0.0245,91.32,0.001943,13.38
133.781,143.539,-1099.155,-0.9878,0.00407,1.403,1.992,4.191,0.0,-0.589,-0.0403,91.17,0.001943,14.03
133.83,144.841,-1099.568,-0.9829,0.00242,2.071,2.029,-2.631,0.0,0.043,0.0189,91.01,0.00243,12.94
133.882,145.998,-1099.931,-0.9791,0.00082,2.685,2.363,0.727,0.0,0.322,0.0429,90.84,0.002324,14.37
133.931,147.226,-1100.312,-0.976,-0.00037,3.357,2.765,6.693,0.0,0.592,0.021,90.68,0.002547,12.87
133.982,148.38,-1100.668,-0.9732,-0.00154,3.931,3.041,8.029,0.0,0.889,-0.0034,90.53,0.002368,13.46
134.036,149.605,-1101.042,-0.9711,-0.00237,3.803,3.304,5.531,0.0,0.499,0.0077,90.37,0.002563,16.85
134.083,150.83,-1101.412,-0.9723,0.00063,2.873,3.196,5.251,0.0,-0.323,-0.0425,90.21,0.002563,13.65
134.133,152.125,-1101.799,-0.9705,0.00034,2.961,3.141,-2.153,0.0,-0.18,0.0036,90.06,0.002206,13.29
134.187,153.275,-1102.139,-0.9682,-0.00043,3.414,3.308,-1.105,0.0,0.106,0.0291,89.9,0.00202,16.82
134.232,154.496,-1102.496,-0.9654,-0.00111,3.929,3.498,3.346,0.0,0.431,0.0089,89.75,0.002071,11.84
134.286,155.645,-1102.828,-0.9622,-0.00097,3.677,3.615,3.789,0.0,0.062,-0.0035,89.57,0.002274,15.05
134.333,156.863,-1103.176,-0.9613,0.0026,2.546,3.314,2.345,0.0,-0.768,-0.0543,89.4,0.002274,11.74
134.384,158.01,-1103.498,-0.9567,0.003,2.573,2.946,-6.016,0.0,-0.374,-0.0199,89.25,0.002227,12.65
134.434,159.37,-1103.876,-0.9502,0.00296,2.371,2.744,-7.358,0.0,-0.374,0.0103,89.1,0.00239,11.66
134.486,160.515,-1104.189,-0.9434,0.00321,2.503,2.484,-4.038,0.0,0.019,-0.0151,88.93,0.002382,13.78
134.54,161.73,-1104.518,-0.9349,0.0028,1.996,2.31,-5.197,0.0,-0.314,0.0028,88.78,0.00254,17.99
134.585,162.872,-1104.823,-0.9295,0.006,0.941,1.879,-3.496,0.0,-0.938,-0.0419,88.62,0.00254,12.19
134.637,164.085,-1105.143,-0.9205,0.00585,1.078,1.461,-8.62,0.0,-0.383,-0.0132,88.47,0.002317,14.07
134.687,165.368,-1105.477,-0.9107,0.00503,1.02,1.333,-8.35,0.0,-0.314,0.0259,88.31,0.002479,13.01
134.734,166.507,-1105.771,-0.9021,0.004,1.533,1.393,-2.555,0.0,0.14,0.0217,88.17,0.002466,9.89
134.787,167.644,-1106.062,-0.8932,0.00256,1.718,1.69,1.185,0.0,0.028,0.0353,88.0,0.002405,12.9
134.834,168.852,-1106.367,-0.8884,0.00506,0.89,1.647,5.943,0.0,-0.757,-0.0371,87.84,0.002405,9.92
134.886,170.128,-1106.687,-0.8815,0.00392,1.672,1.669,-0.85,0.0,0.003,0.0075,87.7,0.002355,11.05
134.94,171.262,-1106.968,-0.8756,0.00209,2.476,1.896,0.431,0.0,0.58,0.0294,87.55,0.002351,14.73
134.989,172.395,-1107.246,-0.8708,0.00118,2.697,2.12,4.536,0.0,0.576,0.0076,87.38,0.002219,13.05
135.038,173.596,-1107.538,-0.8662,0.00021,2.748,2.332,4.489,0.0,0.416,0.006,87.22,0.002122,12.37
135.086,174.867,-1107.844,-0.8643,0.00265,1.95,2.216,4.232,0.0,-0.266,-0.0383,87.06,0.002122,9.5
135.14,175.995,-1108.113,-0.8611,0.0016,2.346,2.13,-2.313,0.0,0.216,0.0001,86.92,0.002446,13.29
135.187,177.122,-1108.379,-0.8582,0.00022,2.594,2.263,-1.725,0.0,0.33,0.0277,86.78,0.001899,9.92
135.236,178.318,-1108.659,-0.8558,-0.00093,2.984,2.49,2.671,0.0,0.494,0.0176,86.62,0.001976,8.47
135.288,179.582,-1108.952,-0.8539,-0.00204,3.159,2.798,4.526,0.0,0.361,0.0193,86.47,0.001845,9.66
135.338,180.705,-1109.209,-0.8547,0.00036,2.387,2.762,6.159,0.0,-0.374,-0.0373,86.31,0.001845,9.57
135.388,181.896,-1109.479,-0.854,-0.00081,3.06,2.738,-0.722,0.0,0.322,0.0005,86.16,0.002037,9.7
135.442,183.016,-1109.73,-0.8538,-0.0021,3.301,2.922,-0.476,0.0,0.379,0.0282,86.02,0.00167,13.6
135.494,184.135,-1109.977,-0.8537,-0.00303,3.643,3.217,3.685,0.0,0.425,0.022,85.86,0.001757,14.54
135.542,185.462,-1110.267,-0.854,-0.00394,4.041,3.536,5.909,0.0,0.505,0.0135,85.71,0.001662,12.07
135.593,186.578,-1110.507,-0.8565,-0.00079,3.029,3.414,6.372,0.0,-0.385,-0.0503,85.55,0.001662,13.27
135.643,187.692,-1110.743,-0.8567,-0.00134,3.292,3.32,-2.432,0.0,-0.027,-0.0005,85.41,0.001602,12.93
135.695,188.876,-1110.99,-0.8563,-0.00179,3.456,3.399,-1.894,0.0,0.057,0.0211,85.29,0.001596,14.24
135.746,190.128,-1111.247,-0.8554,-0.00185,3.643,3.511,1.596,0.0,0.132,0.0072,85.21,0.001441,14.96
135.796,191.242,-1111.471,-0.853,-0.0019,3.766,3.529,2.228,0.0,0.237,-0.0092,85.19,0.001483,14.13
135.845,192.426,-1111.705,-0.8531,0.00162,2.592,3.138,0.355,0.0,-0.546,-0.0564,85.18,0.001483,13.02
135.893,193.54,-1111.922,-0.8501,0.00152,2.204,2.957,-7.816,0.0,-0.753,0.0157,85.18,0.001325,11.72
135.943,194.726,-1112.148,-0.846,0.00157,2.836,2.901,-3.609,0.0,-0.066,0.0111,85.18,0.001157,11.57
135.991,195.981,-1112.383,-0.8403,0.00104,2.882,2.938,-1.118,0.0,-0.056,0.011,85.18,0.00111,8.45
136.044,197.098,-1112.589,-0.8351,0.0016,2.821,2.871,0.731,0.0,-0.05,-0.0131,85.17,0.001262,11.47
136.093,198.286,-1112.804,-0.8313,0.00477,1.735,2.441,-1.333,0.0,-0.706,-0.0531,85.19,0.001262,10.38
136.146,199.404,-1113.002,-0.8243,0.00459,1.509,2.188,-8.611,0.0,-0.679,0.0098,85.22,0.000943,12.86
136.196,200.523,-1113.198,-0.8167,0.00472,1.87,2.062,-5.051,0.0,-0.193,0.0089,85.22,0.001096,12.98
136.245,201.853,-1113.427,-0.8072,0.0043,1.836,2.033,-2.519,0.0,-0.197,0.0091,85.22,0.001151,11.89
136.297,202.974,-1113.616,-0.8008,0.00672,0.983,1.744,-0.581,0.0,-0.761,-0.0374,85.24,0.001151,13.0
136.347,204.095,-1113.803,-0.7923,0.00652,1.11,1.503,-5.792,0.0,-0.394,-0.0032,85.26,0.001252,12.83
136.398,205.286,-1113.999,-0.783,0.00603,1.283,1.43,-4.807,0.0,-0.148,0.015,85.26,0.000938,12.88
136.449,206.479,-1114.192,-0.7736,0.00571,1.333,1.468,-1.458,0.0,-0.135,0.0129,85.28,0.001254,13.57
136.499,207.602,-1114.372,-0.7643,0.00525,1.617,1.533,0.753,0.0,0.083,0.0052,85.29,0.000977,13.67
136.546,208.865,-1114.572,-0.7564,0.00703,0.969,1.359,1.309,0.0,-0.391,-0.0311,85.31,0.000977,9.58
136.6,210.06,-1114.758,-0.7471,0.00631,1.092,1.307,-3.48,0.0,-0.215,0.0108,85.33,0.001283,13.61
136.647,211.254,-1114.943,-0.738,0.00602,1.322,1.384,-1.057,0.0,-0.062,0.0164,85.34,0.00118,9.86
136.702,212.379,-1115.114,-0.7293,0.00548,1.649,1.5,1.551,0.0,0.149,0.0081,85.36,0.001595,14.5
136.749,213.575,-1115.295,-0.7218,0.00716,1.037,1.374,2.322,0.0,-0.336,-0.0298,85.37,0.001595,11.81
136.801,214.771,-1115.473,-0.713,0.00651,1.254,1.264,-2.526,0.0,-0.01,-0.0021,85.38,0.001334,13.08
136.851,215.898,-1115.64,-0.7047,0.00632,1.073,1.304,-2.193,0.0,-0.231,0.017,85.39,0.001435,13.43
136.901,217.095,-1115.815,-0.6956,0.00603,1.501,1.313,0.794,0.0,0.188,-0.0029,85.41,0.001595,13.2
136.952,218.222,-1115.978,-0.6866,0.00564,1.38,1.303,0.177,0.0,0.076,-0.0023,85.42,0.001385,13.32
136.999,219.419,-1116.15,-0.679,0.00697,0.885,1.139,-0.192,0.0,-0.253,-0.022,85.43,0.001385,9.8
137.054,220.618,-1116.32,-0.6701,0.00715,0.698,0.945,-3.295,0.0,-0.247,-0.0098,85.44,0.001326,15.31
137.103,221.887,-1116.498,-0.6599,0.0066,0.686,0.941,-3.872,0.0,-0.255,0.0197,85.45,0.001276,13.83
137.148,223.015,-1116.655,-0.6508,0.0059,1.247,0.966,-0.084,0.0,0.281,0.004,85.46,0.001229,8.16
137.203,224.215,-1116.821,-0.6416,0.00529,0.996,1.064,0.512,0.0,-0.068,0.0109,85.47,0.001237,13.11
137.249,225.344,-1116.975,-0.6347,0.00637,0.589,1.01,1.944,0.0,-0.42,-0.0177,85.48,0.001237,9.48
137.304,226.544,-1117.138,-0.6261,0.00609,0.965,0.847,-1.081,0.0,0.118,-0.017,85.49,0.001232,13.41
137.35,227.744,-1117.299,-0.6176,0.00546,0.741,0.785,-3.243,0.0,-0.044,0.0083,85.5,0.001285,9.85
137.399,228.874,-1117.45,-0.6096,0.0049,0.999,0.726,-1.242,0.0,0.273,-0.0018,85.51,0.001386,8.5
137.451,230.075,-1117.609,-0.6029,0.006,0.589,0.541,-1.185,0.0,0.048,-0.0197,85.52,0.001386,10.8
137.501,231.276,-1117.766,-0.5956,0.00524,0.278,0.506,-3.711,0.0,-0.228,0.0147,85.54,0.001229,9.71
137.553,232.478,-1117.922,-0.5884,0.00399,0.968,0.613,-0.682,0.0,0.356,0.0184,85.54,0.001382,11.61
137.602,233.68,-1118.078,-0.5821,0.00252,1.29,0.815,2.125,0.0,0.475,0.0171,85.54,0.001018,10.18
137.652,234.881,-1118.232,-0.5769,0.00109,1.532,1.16,4.037,0.0,0.372,0.0271,85.55,0.001063,9.6
137.702,236.084,-1118.386,-0.5747,0.00225,1.132,1.282,6.914,0.0,-0.151,-0.0192,85.55,0.001063,9.56
137.753,237.215,-1118.529,-0.5718,0.00071,1.884,1.48,2.44,0.0,0.404,0.0149,85.57,0.000757,10.13
137.807,238.418,-1118.681,-0.5698,-0.00047,2.334,1.803,3.96,0.0,0.531,0.0243,85.57,0.000959,13.62
137.855,239.55,-1118.822,-0.5682,-0.0016,2.76,2.168,6.454,0.0,0.592,0.0172,85.58,0.000849,11.83
137.903,240.753,-1118.97,-0.5692,-0.00019,2.297,2.258,7.298,0.0,0.039,-0.0256,85.59,0.000849,9.7
137.957,241.886,-1119.108,-0.569,-0.00064,2.504,2.302,1.809,0.0,0.202,-0.0034,85.6,0.000242,13.11
138.005,243.09,-1119.253,-0.5686,-0.00098,2.603,2.385,0.863,0.0,0.218,0.0072,85.6,0.000491,11.56
138.057,244.365,-1119.404,-0.5679,-0.00102,2.617,2.438,1.674,0.0,0.179,-0.0015,85.61,0.000543,13.13
138.108,245.499,-1119.537,-0.5664,-0.00109,2.566,2.439,1.048,0.0,0.126,-0.0052,85.62,0.000233,13.48
138.155,246.704,-1119.675,-0.5664,0.00095,1.886,2.218,0.037,0.0,-0.332,-0.0311,85.63,0.000233,9.65
138.209,247.91,-1119.811,-0.5644,0.00107,1.708,2.049,-4.429,0.0,-0.342,-0.0003,85.64,0.000803,13.34
138.261,249.116,-1119.944,-0.5615,0.00103,1.896,1.968,-3.37,0.0,-0.072,0.0062,85.65,0.00044,14.98
138.312,250.251,-1120.068,-0.5581,0.0009,1.727,2.039,-1.638,0.0,-0.312,0.0186,85.65,0.000745,16.44
138.359,251.458,-1120.197,-0.5558,0.003,1.013,1.879,1.435,0.0,-0.866,-0.03,85.66,0.000745,13.23
138.407,252.665,-1120.323,-0.5515,0.00293,1.457,1.701,-3.214,0.0,-0.243,-0.008,85.67,0.00059,11.31
138.46,253.872,-1120.447,-0.5465,0.00289,1.381,1.666,-3.561,0.0,-0.285,0.0138,85.67,0.000231,13.58
138.514,255.08,-1120.568,-0.541,0.00331,1.583,1.597,-0.689,0.0,-0.014,-0.0061,85.68,0.000855,16.85
138.576,256.288,-1120.688,-0.5347,0.00338,1.266,1.587,-1.39,0.0,-0.321,0.0059,85.7,0.000482,28.79
138.61,257.354,-1120.791,-0.5298,0.00529,0.597,1.383,-0.201,0.0,-0.786,-0.0274,85.71,0.000482,12.74
138.663,258.563,-1120.906,-0.5224,0.00578,0.523,1.27,-4.072,0.0,-0.747,0.0056,85.71,0.000691,14.87
138.711,259.772,-1121.019,-0.5138,0.00602,1.137,1.139,-2.259,0.0,-0.002,-0.0065,85.72,0.001202,13.19
138.762,260.981,-1121.13,-0.5047,0.00628,0.679,0.981,-2.623,0.0,-0.302,-0.0083,85.72,0.000655,13.07
138.811,262.19,-1121.239,-0.4961,0.00764,0.171,0.708,-3.155,0.0,-0.537,-0.0217,85.74,0.000655,12.21
138.864,263.4,-1121.347,-0.4863,0.00867,-0.301,0.412,-5.471,0.0,-0.713,-0.0127,85.73,0.000961,15.26
138.916,264.61,-1121.453,-0.4748,0.00863,0.016,0.062,-5.922,0.0,-0.045,-0.0178,85.75,0.001108,16.68
138.96,265.749,-1121.552,-0.4643,0.00877,-0.802,-0.143,-6.998,0.0,-0.659,0.008,85.75,0.000759,10.5
139.014,266.96,-1121.656,-0.4525,0.00869,-0.406,-0.313,-4.099,0.0,-0.093,-0.0022,85.77,0.001218,14.59
139.059,268.17,-1121.76,-0.4412,0.00913,-0.629,-0.513,-3.39,0.0,-0.116,-0.0102,85.78,0.001218,9.49
139.115,269.381,-1121.864,-0.4301,0.00818,-0.764,-0.524,-4.002,0.0,-0.24,0.0194,85.78,0.00101,14.91
139.165,270.592,-1121.967,-0.4202,0.00769,-0.478,-0.397,-0.216,0.0,-0.081,0.0188,85.79,0.001416,15.04
139.214,271.66,-1122.059,-0.4115,0.00696,0.152,-0.394,2.531,0.0,0.546,-0.0127,85.8,0.001011,13.92
139.262,272.872,-1122.162,-0.4036,0.00718,0.026,-0.478,0.072,0.0,0.503,-0.0121,85.8,0.001011,11.61
139.316,274.083,-1122.266,-0.3956,0.00626,-0.495,-0.394,-1.68,0.0,-0.101,0.0205,85.81,0.001211,15.46
139.366,275.366,-1122.375,-0.3883,0.00586,0.049,-0.351,1.67,0.0,0.4,-0.0028,85.82,0.000757,14.72
139.417,276.434,-1122.467,-0.3822,0.00454,0.19,-0.324,0.852,0.0,0.514,-0.0006,85.8,0.001353,15.57
139.468,277.717,-1122.576,-0.3769,0.00368,-0.193,-0.108,0.553,0.0,-0.085,0.0272,85.82,0.000953,17.11
139.512,278.928,-1122.68,-0.3732,0.00341,-0.129,0.099,4.313,0.0,-0.228,0.0064,85.83,0.000953,10.51
139.568,280.069,-1122.778,-0.3699,0.00216,0.941,0.26,4.148,0.0,0.681,0.0007,85.85,0.000949,16.01
139.616,281.281,-1122.882,-0.3671,3e-05,1.249,0.557,3.209,0.0,0.693,0.0247,85.85,0.001095,13.28
139.667,282.493,-1122.985,-0.3665,-0.00087,1.359,0.954,5.94,0.0,0.406,0.0243,85.86,0.00114,14.01
139.712,283.633,-1123.083,-0.3675,-0.00043,1.223,1.181,7.937,0.0,0.042,-0.0098,85.87,0.00114,8.7
139.768,284.845,-1123.186,-0.3683,-0.00156,2.035,1.271,4.544,0.0,0.764,-0.0112,85.88,0.000834,14.75
139.819,286.058,-1123.288,-0.3693,-0.003,1.947,1.517,1.807,0.0,0.43,0.0249,85.88,0.000684,15.01
139.865,287.27,-1123.39,-0.3717,-0.00336,2.341,1.695,4.919,0.0,0.646,-0.001,85.9,0.001025,11.29
139.918,288.411,-1123.484,-0.375,-0.00252,2.083,1.697,3.553,0.0,0.386,-0.0183,85.89,0.001025,13.44
139.969,289.624,-1123.584,-0.378,-0.00349,1.924,1.897,0.039,0.0,0.027,0.0278,85.9,0.000806,14.74
140.016,290.837,-1123.682,-0.3814,-0.00365,2.5,2.085,4.016,0.0,0.415,0.0051,85.9,0.00037,11.26
140.071,291.979,-1123.773,-0.3839,-0.00452,2.556,2.365,3.749,0.0,0.19,0.0195,85.91,0.000799,15.53
140.114,293.192,-1123.868,-0.387,-0.0044,3.099,2.445,5.61,0.0,0.655,-0.0183,85.91,0.00074,8.42
140.165,294.406,-1123.961,-0.3911,-0.00262,2.537,2.261,1.583,0.0,0.276,-0.0339,85.92,0.00074,9.86
140.221,295.691,-1124.056,-0.3933,-0.00269,1.835,2.225,-3.669,0.0,-0.39,0.0141,85.94,0.000633,14.78
140.271,296.763,-1124.134,-0.3949,-0.00191,2.079,2.168,-0.733,0.0,-0.088,-0.0041,85.96,0.000842,14.28
140.321,298.049,-1124.225,-0.395,-0.00218,2.175,2.1,-1.137,0.0,0.075,-0.0034,85.96,0.000626,14.65
140.368,299.192,-1124.304,-0.3962,-0.00021,1.529,1.849,-1.344,0.0,-0.32,-0.028,85.96,0.000626,11.87
140.422,300.407,-1124.386,-0.3957,0.00059,1.081,1.578,-5.024,0.0,-0.497,-0.0115,85.97,0.000894,14.81
140.467,301.623,-1124.464,-0.3937,0.00076,0.956,1.476,-5.418,0.0,-0.52,0.014,85.97,0.000834,9.78
140.521,302.767,-1124.536,-0.3909,0.00079,1.306,1.451,-2.053,0.0,-0.145,0.0073,86.0,0.000304,13.38
140.572,304.055,-1124.615,-0.3884,0.00254,0.71,1.234,-0.491,0.0,-0.524,-0.0277,86.0,0.000304,13.6
140.622,305.128,-1124.679,-0.3854,0.00241,0.918,0.99,-4.342,0.0,-0.072,-0.0114,86.02,0.000773,13.05
140.673,306.416,-1124.754,-0.3812,0.00253,0.425,0.913,-4.887,0.0,-0.488,0.0149,86.05,8.6e-05,14.56
140.722,307.633,-1124.823,-0.3768,0.0027,0.61,0.955,-1.53,0.0,-0.346,0.0139,86.08,0.000924,13.27
140.773,308.779,-1124.886,-0.3715,0.00249,1.184,0.887,0.841,0.0,0.297,-0.0139,86.12,-0.000179,13.14
140.82,310.07,-1124.956,-0.3673,0.00393,0.678,0.638,-1.364,0.0,0.04,-0.0277,86.16,-0.000179,10.07
140.876,311.217,-1125.016,-0.3623,0.00433,-0.02,0.414,-4.985,0.0,-0.434,-0.0052,86.2,2.4e-05,15.96
140.926,312.437,-1125.078,-0.3561,0.00463,-0.088,0.265,-4.48,0.0,-0.353,0.0026,86.25,0.000283,15.5
140.976,313.586,-1125.136,-0.3497,0.00428,0.113,0.148,-2.985,0.0,-0.035,-0.0006,86.31,-3.3e-05,15.23
141.026,314.807,-1125.196,-0.3428,0.00386,-0.054,0.121,-2.328,0.0,-0.174,0.0084,86.37,-3.8e-05,15.17
141.074,315.958,-1125.253,-0.3382,0.00468,-0.354,0.02,-0.548,0.0,-0.374,-0.0112,86.43,-3.8e-05,12.8
141.127,317.253,-1125.315,-0.3318,0.00395,0.111,-0.053,-2.01,0.0,0.164,0.0003,86.48,-0.000564,16.18
141.176,318.478,-1125.373,-0.3259,0.00297,0.062,0.051,-1.47,0.0,0.011,0.0222,86.54,-0.000307,14.74
141.229,319.631,-1125.428,-0.3215,0.00219,0.362,0.359,2.078,0.0,0.003,0.0321,86.61,-0.000199,17.33
141.278,320.929,-1125.49,-0.3173,0.00111,1.344,0.582,6.163,0.0,0.762,-0.0012,86.67,-0.000516,15.37
141.324,322.083,-1125.544,-0.3158,0.00135,1.252,0.656,4.457,0.0,0.597,-0.013,86.73,-0.000516,11.45
141.376,323.311,-1125.602,-0.3145,0.00049,0.943,0.931,1.477,0.0,0.012,0.0308,86.79,-0.000207,13.12
141.428,324.468,-1125.657,-0.3141,0.00039,1.82,1.056,5.513,0.0,0.764,-0.0114,86.85,-5.5e-05,14.92
141.478,325.77,-1125.717,-0.3124,-0.00054,1.077,1.456,2.499,0.0,-0.379,0.0427,86.94,-7e-06,14.91
141.529,326.929,-1125.769,-0.3121,-0.00029,2.352,1.69,7.992,0.0,0.662,-0.0092,87.05,-0.000168,15.08
141.575,328.161,-1125.825,-0.3119,0.00061,2.052,1.679,4.682,0.0,0.374,-0.0261,87.17,-0.000168,11.35
141.63,329.323,-1125.877,-0.3107,6e-05,1.967,1.66,-0.224,0.0,0.307,-0.0014,87.32,-0.000692,15.14
141.681,330.56,-1125.931,-0.31,0.00154,1.152,1.634,-0.366,0.0,-0.482,-0.0018,87.47,-0.000168,15.82
141.729,331.727,-1125.98,-0.3073,0.00262,1.17,1.532,-0.525,0.0,-0.362,-0.0115,87.65,-0.000485,13.58
141.779,333.042,-1126.034,-0.3029,0.00326,0.933,1.498,-2.038,0.0,-0.565,0.0059,87.83,-0.000489,13.67
141.827,334.213,-1126.081,-0.2983,0.00462,0.454,1.345,-0.684,0.0,-0.89,-0.0178,88.04,-0.000489,11.68
141.879,335.462,-1126.13,-0.2916,0.00592,0.638,0.989,-3.065,0.0,-0.351,-0.0336,88.28,-0.000127,12.94
141.93,336.787,-1126.179,-0.2828,0.00701,-0.094,0.583,-7.113,0.0,-0.677,-0.0195,88.53,-0.000966,14.55
141.983,337.895,-1126.219,-0.2746,0.00914,-0.971,0.131,-8.13,0.0,-1.102,-0.0205,88.77,-0.000293,16.79
142.031,339.228,-1126.266,-0.2618,0.01029,-1.03,-0.44,-9.033,0.0,-0.59,-0.0324,89.06,-0.000666,14.53
142.079,340.416,-1126.307,-0.2489,0.01088,-1.3,-0.932,-11.421,0.0,-0.367,-0.0089,89.33,-0.000666,12.18
142.131,341.683,-1126.351,-0.2348,0.0116,-1.998,-1.366,-9.845,0.0,-0.633,-0.0089,89.61,-0.00014,14.48
142.182,342.879,-1126.392,-0.2212,0.01258,-2.583,-1.771,-8.665,0.0,-0.811,-0.0113,89.87,-0.000932,14.9
142.232,344.229,-1126.438,-0.2046,0.01282,-2.82,-2.015,-8.117,0.0,-0.805,0.0085,90.16,-3.6e-05,14.78
142.285,345.432,-1126.479,-0.1893,0.01219,-2.509,-2.018,-4.869,0.0,-0.491,0.0251,90.46,-0.00014,16.55
142.334,346.791,-1126.527,-0.1735,0.01173,-1.808,-2.088,-0.056,0.0,0.28,-0.0096,90.76,-4.2e-05,15.14
142.381,347.926,-1126.567,-0.1606,0.01073,-1.563,-2.106,-1.414,0.0,0.543,0.005,91.07,-4.2e-05,11.86
142.432,349.294,-1126.618,-0.1468,0.00964,-1.949,-1.935,-0.35,0.0,-0.013,0.0256,91.34,-0.000361,12.81
142.487,350.513,-1126.665,-0.1361,0.00945,-1.557,-1.784,3.411,0.0,0.227,0.0033,91.65,0.000281,17.72
142.537,351.813,-1126.716,-0.1248,0.00825,-1.239,-1.662,3.036,0.0,0.423,0.001,91.95,-3.4e-05,16.48
142.589,353.193,-1126.773,-0.1148,0.00758,-1.535,-1.454,2.423,0.0,-0.081,0.0164,92.23,-3.5e-05,18.0
142.636,354.424,-1126.825,-0.1071,0.00702,-0.364,-1.248,4.163,0.0,0.884,0.007,92.52,1.4e-05,15.34
142.687,355.735,-1126.882,-0.099,0.00585,-0.045,-1.018,4.125,0.0,0.973,0.0105,92.8,1.4e-05,15.6
142.735,356.974,-1126.938,-0.0927,0.00483,-0.595,-0.821,4.599,0.0,0.227,0.0034,93.1,0.000823,13.6
142.785,358.293,-1126.999,-0.0871,0.00522,-0.286,-0.647,3.932,0.0,0.36,0.0038,93.39,7.1e-05,13.87
142.835,359.539,-1127.057,-0.0814,0.00466,-0.797,-0.607,3.497,0.0,-0.19,-0.0128,93.71,-3.6e-05,13.72
142.884,360.867,-1127.121,-0.0763,0.00512,0.015,-0.748,0.788,0.0,0.763,-0.0238,94.0,-2e-05,11.97
142.938,362.278,-1127.19,-0.0697,0.00432,-0.885,-0.803,-2.817,0.0,-0.082,0.007,94.33,-1.9e-05,14.53
142.988,363.458,-1127.248,-0.0653,0.00367,-0.707,-0.739,-1.104,0.0,0.032,0.0147,94.69,-1.9e-05,14.39
143.039,364.88,-1127.319,-0.06,0.00444,-0.844,-0.716,1.279,0.0,-0.129,-0.0034,95.09,-1.4e-05,15.2
143.089,366.228,-1127.388,-0.0545,0.00381,-0.802,-0.779,0.468,0.0,-0.024,-0.0112,95.53,0.000787,14.96
143.14,367.663,-1127.462,-0.0497,0.00365,-0.382,-0.823,-1.259,0.0,0.441,0.0004,96.0,0.000201,15.45
143.186,368.865,-1127.524,-0.0458,0.00297,-0.991,-0.749,-0.887,0.0,-0.242,0.015,96.45,-2.1e-05,11.29
143.24,370.314,-1127.6,-0.0422,0.00321,-0.693,-0.835,1.481,0.0,0.142,-0.0197,96.96,-1.6e-05,14.54
143.292,371.609,-1127.669,-0.0384,0.00205,-0.362,-0.869,-1.711,0.0,0.508,0.0041,97.46,0.000571,15.65
143.344,372.991,-1127.743,-0.036,0.00187,-0.38,-0.812,-0.694,0.0,0.432,0.0117,97.93,0.000279,17.8
