t_s,e_y_m,theta_ref0_deg,theta_real_deg,tau_Nm,v_real_kmh,v_target_kmh,u_cmd,gas,brake,loop_dt_ms
255.422,-0.0621,1.597,1.731,-0.0224,76.15,75.6,0.559,0.559,0.0,20.76
255.471,-0.0644,1.12,1.424,-0.0244,76.29,75.6,0.545,0.545,0.0,19.1
255.526,-0.0659,0.289,1.031,-0.0226,76.38,75.6,0.536,0.536,0.0,24.35
255.574,-0.0657,-0.061,0.656,-0.0113,76.37,75.6,0.536,0.536,0.0,21.09
255.623,-0.0648,-0.433,0.298,-0.0107,76.19,75.6,0.555,0.555,0.0,20.41
255.67,-0.0629,-0.383,0.042,0.0017,76.06,75.6,0.57,0.57,0.0,17.43
255.725,-0.0605,-0.513,-0.107,0.006,76.16,75.6,0.558,0.558,0.0,22.17
255.773,-0.0584,-0.67,-0.251,-0.0044,76.34,75.6,0.54,0.54,0.0,19.64
255.826,-0.0562,-0.552,-0.341,0.0024,76.38,75.6,0.535,0.535,0.0,21.91
255.875,-0.0537,-0.352,-0.36,0.0067,76.2,75.6,0.554,0.554,0.0,20.89
255.923,-0.052,-0.381,-0.375,0.0001,76.07,75.6,0.569,0.569,0.0,18.48
255.979,-0.0503,-0.326,-0.37,0.0022,76.16,75.6,0.558,0.558,0.0,24.32
256.029,-0.0488,-0.26,-0.323,0.006,76.33,75.6,0.541,0.541,0.0,23.6
256.079,-0.0476,-0.111,-0.222,0.0092,76.39,75.6,0.533,0.533,0.0,23.32
256.126,-0.047,-0.051,-0.129,0.0025,76.22,75.6,0.552,0.552,0.0,20.08
256.18,-0.0466,0.216,0.005,0.0091,76.09,75.6,0.567,0.567,0.0,23.61
256.231,-0.0466,0.384,0.15,0.0061,76.16,75.6,0.558,0.558,0.0,25.08
256.276,-0.0472,0.418,0.255,-0.0006,76.31,75.6,0.543,0.543,0.0,19.72
256.332,-0.0477,0.648,0.337,0.0005,76.39,75.6,0.535,0.535,0.0,24.61
256.379,-0.0485,0.462,0.421,0.0031,76.29,75.6,0.545,0.545,0.0,21.6
256.428,-0.0494,0.446,0.476,-0.001,76.14,75.6,0.56,0.56,0.0,20.09
256.479,-0.0502,0.449,0.501,-0.0023,76.16,75.6,0.558,0.558,0.0,21.59
256.529,-0.0508,0.705,0.484,-0.005,76.27,75.6,0.547,0.547,0.0,21.42
256.581,-0.0513,0.533,0.436,-0.005,76.35,75.6,0.539,0.538,0.0,22.92
256.63,-0.052,0.458,0.377,-0.0032,76.34,75.6,0.539,0.539,0.0,21.65
256.681,-0.0525,0.052,0.315,-0.0025,76.16,75.6,0.559,0.558,0.0,21.91
256.731,-0.0528,0.294,0.305,0.0051,76.02,75.6,0.574,0.574,0.0,22.14
256.778,-0.0533,0.243,0.292,-0.0008,76.14,75.6,0.56,0.56,0.0,18.44
256.83,-0.0536,0.413,0.316,0.0048,76.35,75.6,0.538,0.538,0.0,20.35
256.883,-0.0541,0.399,0.342,0.0011,76.4,75.6,0.532,0.532,0.0,23.45
256.931,-0.0548,0.27,0.315,-0.0066,76.23,75.6,0.551,0.551,0.0,20.19
256.984,-0.0551,0.184,0.263,-0.0043,76.1,75.6,0.566,0.566,0.0,22.94
257.032,-0.0552,0.309,0.233,0.0013,76.16,75.6,0.558,0.558,0.0,20.24
257.081,-0.0556,0.224,0.194,-0.0024,76.29,75.6,0.545,0.545,0.0,19.16
257.135,-0.056,0.206,0.205,0.0057,76.37,75.6,0.536,0.536,0.0,22.85
257.183,-0.0565,0.335,0.297,0.0116,76.35,75.6,0.539,0.539,0.0,19.97
257.235,-0.0571,0.626,0.453,0.0122,76.17,75.6,0.557,0.557,0.0,21.75
257.28,-0.0585,0.58,0.547,-0.0032,76.04,75.6,0.571,0.571,0.0,16.73
257.335,-0.0598,0.881,0.627,0.0013,76.17,75.6,0.557,0.557,0.0,21.49
257.393,-0.061,0.852,0.712,0.0036,76.35,75.6,0.538,0.538,0.0,29.22
257.435,-0.0625,0.717,0.732,-0.0063,76.44,75.6,0.529,0.529,0.0,21.09
257.488,-0.0636,0.648,0.714,-0.0045,76.27,75.6,0.547,0.547,0.0,23.24
257.538,-0.0644,0.714,0.72,0.0028,76.13,75.6,0.561,0.561,0.0,23.28
257.584,-0.065,0.544,0.68,-0.0064,76.16,75.6,0.559,0.559,0.0,18.98
257.638,-0.0653,0.463,0.619,-0.0041,76.27,75.6,0.547,0.547,0.0,22.28
257.688,-0.0652,0.46,0.545,-0.004,76.36,75.6,0.538,0.538,0.0,22.31
257.734,-0.0648,0.278,0.437,-0.0075,76.34,75.6,0.539,0.539,0.0,18.54
257.788,-0.0638,0.037,0.306,-0.0068,76.17,75.6,0.557,0.557,0.0,22.19
257.838,-0.0625,-0.001,0.162,-0.0063,76.03,75.6,0.573,0.572,0.0,22.17
257.888,-0.0609,-0.252,0.033,-0.0031,76.13,75.6,0.561,0.561,0.0,21.42
257.935,-0.0591,-0.343,-0.08,-0.0022,76.34,75.6,0.54,0.54,0.0,18.9
257.99,-0.0571,-0.295,-0.159,0.0009,76.39,75.6,0.533,0.533,0.0,23.37
258.038,-0.0548,-0.341,-0.19,0.0038,76.21,75.6,0.553,0.553,0.0,20.8
258.084,-0.053,-0.343,-0.206,0.0012,76.08,75.6,0.568,0.567,0.0,16.92
258.14,-0.0513,-0.209,-0.213,0.0006,76.17,75.6,0.558,0.558,0.0,22.42
258.184,-0.0494,-0.156,-0.23,-0.0016,76.33,75.6,0.54,0.54,0.0,16.28
258.244,-0.0479,-0.131,-0.237,0.0007,76.37,75.6,0.537,0.537,0.0,25.45
258.289,-0.0466,-0.167,-0.238,0.0008,76.18,75.6,0.556,0.556,0.0,20.49
258.339,-0.0453,-0.271,-0.202,0.0049,76.06,75.6,0.57,0.57,0.0,19.58
258.389,-0.0444,-0.189,-0.146,0.0042,76.15,75.6,0.559,0.559,0.0,20.2
258.439,-0.0437,0.101,-0.047,0.0079,76.34,75.6,0.54,0.54,0.0,19.58
258.491,-0.0432,0.33,0.081,0.0075,76.38,75.6,0.535,0.535,0.0,21.25
258.54,-0.0433,0.347,0.173,-0.0005,76.2,75.6,0.554,0.554,0.0,19.36
258.594,-0.0434,0.36,0.227,-0.002,76.08,75.6,0.567,0.567,0.0,23.08
258.646,-0.0436,0.329,0.252,-0.0022,76.16,75.6,0.558,0.558,0.0,24.83
258.693,-0.0437,0.282,0.27,-0.0001,76.33,75.6,0.541,0.541,0.0,20.84
258.741,-0.0438,0.258,0.275,-0.0011,76.38,75.6,0.536,0.536,0.0,19.36
258.795,-0.0439,0.297,0.279,-0.0001,76.2,75.6,0.554,0.554,0.0,23.02
258.84,-0.0439,0.352,0.288,0.001,76.07,75.6,0.569,0.569,0.0,17.67
258.893,-0.044,0.308,0.282,-0.0019,76.16,75.6,0.558,0.558,0.0,20.32
258.945,-0.044,0.178,0.262,-0.0022,76.34,75.6,0.54,0.54,0.0,22.06
258.999,-0.0439,0.256,0.207,-0.0056,76.39,75.6,0.535,0.535,0.0,26.04
259.045,-0.0439,0.206,0.148,-0.0025,76.2,75.6,0.554,0.554,0.0,21.93
259.093,-0.0437,0.164,0.09,-0.0019,76.07,75.6,0.568,0.568,0.0,19.48
259.148,-0.0437,-0.05,0.046,0.0,76.16,75.6,0.558,0.558,0.0,24.09
259.194,-0.0438,-0.076,0.01,-0.0005,76.33,75.6,0.541,0.541,0.0,20.12
259.244,-0.0439,0.04,0.066,0.0116,76.38,75.6,0.535,0.535,0.0,19.67
259.294,-0.0438,0.286,0.245,0.0191,76.23,75.6,0.551,0.551,0.0,19.86
259.344,-0.0447,0.258,0.371,-0.0011,76.1,75.6,0.566,0.566,0.0,18.61
259.395,-0.0453,0.803,0.514,0.0066,76.17,75.6,0.557,0.557,0.0,19.76
259.445,-0.0461,0.9,0.66,0.0056,76.3,75.6,0.544,0.544,0.0,20.11
259.494,-0.0473,0.804,0.727,-0.006,76.38,75.6,0.536,0.536,0.0,18.17
259.547,-0.0482,0.649,0.707,-0.0098,76.31,75.6,0.543,0.543,0.0,20.49
259.595,-0.0486,0.572,0.629,-0.0088,76.15,75.6,0.559,0.559,0.0,18.69
259.645,-0.0485,0.437,0.535,-0.0049,76.13,75.6,0.561,0.561,0.0,17.9
259.698,-0.048,0.191,0.406,-0.0082,76.22,75.6,0.552,0.552,0.0,21.03
259.747,-0.0471,-0.016,0.234,-0.0105,76.33,75.6,0.541,0.541,0.0,19.87
259.794,-0.0458,-0.136,0.076,-0.004,76.34,75.6,0.54,0.54,0.0,16.45
259.85,-0.044,-0.366,-0.079,-0.0052,76.14,75.6,0.56,0.56,0.0,22.49
259.896,-0.042,-0.444,-0.222,-0.0037,76.02,75.6,0.574,0.574,0.0,18.27
259.952,-0.0395,-0.53,-0.325,0.0005,76.15,75.6,0.559,0.559,0.0,23.72
259.997,-0.0375,-0.544,-0.394,0.0013,76.39,75.6,0.534,0.534,0.0,19.2
260.046,-0.0353,-0.544,-0.415,0.0042,76.44,75.6,0.529,0.529,0.0,17.78
260.103,-0.0332,-0.377,-0.398,0.0045,76.25,75.6,0.549,0.549,0.0,24.2
260.148,-0.0314,-0.311,-0.364,0.0031,76.1,75.6,0.565,0.565,0.0,19.65
260.2,-0.0298,-0.18,-0.32,0.0024,76.15,75.6,0.559,0.559,0.0,21.02
260.253,-0.0287,-0.14,-0.268,0.0028,76.29,75.6,0.545,0.545,0.0,23.58
260.299,-0.0279,-0.067,-0.206,0.0031,76.38,75.6,0.536,0.536,0.0,19.69
260.356,-0.0273,-0.06,-0.132,0.004,76.35,75.6,0.538,0.538,0.0,25.3
260.4,-0.027,0.105,-0.044,0.0045,76.17,75.6,0.557,0.557,0.0,19.24
260.448,-0.0269,0.174,0.04,0.0024,76.06,75.6,0.57,0.57,0.0,17.62
260.504,-0.027,0.32,0.103,0.0001,76.16,75.6,0.558,0.558,0.0,22.5
260.555,-0.0273,0.299,0.161,0.0015,76.35,75.6,0.539,0.539,0.0,23.24
260.602,-0.0278,0.3,0.201,-0.0005,76.41,75.6,0.531,0.531,0.0,20.12
260.65,-0.0282,0.159,0.238,0.001,76.23,75.6,0.55,0.55,0.0,18.08
260.704,-0.0286,0.467,0.291,0.0035,76.12,75.6,0.563,0.563,0.0,21.57
260.753,-0.0291,0.43,0.319,-0.0017,76.17,75.6,0.557,0.557,0.0,19.85
260.808,-0.0294,0.403,0.364,0.0033,76.28,75.6,0.546,0.546,0.0,25.45
260.857,-0.0299,0.327,0.387,-0.0014,76.36,75.6,0.537,0.537,0.0,24.06
260.903,-0.0301,0.257,0.374,-0.0044,76.35,75.6,0.538,0.538,0.0,19.13
260.948,-0.0301,0.354,0.354,-0.0013,76.18,75.6,0.556,0.556,0.0,14.44
261.004,-0.03,0.251,0.304,-0.0048,76.09,75.6,0.567,0.567,0.0,20.14
261.055,-0.0296,0.186,0.243,-0.0033,76.18,75.6,0.556,0.556,0.0,20.66
261.106,-0.0291,0.066,0.152,-0.0063,76.33,75.6,0.541,0.541,0.0,21.69
261.157,-0.0283,-0.192,0.049,-0.005,76.37,75.6,0.536,0.536,0.0,22.35
261.204,-0.0273,-0.228,-0.03,-0.0001,76.2,75.6,0.554,0.554,0.0,19.05
261.257,-0.0261,-0.202,-0.093,-0.0005,76.09,75.6,0.567,0.567,0.0,21.71
261.309,-0.0248,-0.204,-0.126,0.0019,76.17,75.6,0.557,0.557,0.0,23.13
261.355,-0.0237,-0.201,-0.143,0.0012,76.32,75.6,0.542,0.542,0.0,19.42
261.412,-0.0225,-0.204,-0.169,-0.002,76.37,75.6,0.536,0.536,0.0,26.11
261.455,-0.0214,-0.192,-0.193,-0.0005,76.27,75.6,0.547,0.547,0.0,18.77
261.507,-0.0203,-0.179,-0.203,0.001,76.14,75.6,0.56,0.56,0.0,20.35
261.562,-0.0191,-0.287,-0.213,-0.0003,76.18,75.6,0.556,0.556,0.0,24.64
261.609,-0.0181,-0.106,-0.206,0.0021,76.28,75.6,0.546,0.546,0.0,21.92
261.659,-0.0172,-0.21,-0.174,0.0036,76.35,75.6,0.539,0.539,0.0,20.97
261.707,-0.0167,-0.15,-0.132,0.0026,76.33,75.6,0.541,0.541,0.0,19.78
261.761,-0.0164,0.013,-0.104,-0.0006,76.15,75.6,0.559,0.559,0.0,22.88
261.812,-0.0159,0.047,-0.068,0.0021,76.02,75.6,0.574,0.574,0.0,23.79
261.859,-0.0158,0.099,-0.024,0.0025,76.13,75.6,0.562,0.562,0.0,20.93
261.91,-0.0159,0.008,0.011,0.0002,76.34,75.6,0.54,0.54,0.0,21.8
261.958,-0.016,0.178,0.059,0.003,76.42,75.6,0.53,0.53,0.0,19.55
262.01,-0.0163,0.221,0.109,0.0019,76.25,75.6,0.549,0.549,0.0,21.3
262.059,-0.0167,0.237,0.159,0.0019,76.11,75.6,0.565,0.565,0.0,20.12
262.108,-0.0172,0.348,0.209,0.0015,76.17,75.6,0.557,0.557,0.0,18.14
262.161,-0.0179,0.346,0.24,-0.0008,76.29,75.6,0.545,0.545,0.0,20.58
262.209,-0.0185,0.245,0.268,0.0007,76.37,75.6,0.537,0.537,0.0,18.92
262.265,-0.0192,0.358,0.276,-0.0018,76.33,75.6,0.54,0.54,0.0,24.41
262.314,-0.0196,0.339,0.281,-0.0002,76.14,75.6,0.56,0.56,0.0,23.39
262.361,-0.0202,0.302,0.273,-0.0016,76.02,75.6,0.574,0.574,0.0,20.34
262.414,-0.0207,0.151,0.258,-0.0012,76.14,75.6,0.56,0.56,0.0,22.42
262.466,-0.021,0.233,0.257,0.0013,76.37,75.6,0.536,0.536,0.0,24.58
262.514,-0.0212,0.186,0.241,-0.002,76.45,75.6,0.528,0.528,0.0,21.53
262.567,-0.0214,0.232,0.234,0.0006,76.27,75.6,0.547,0.547,0.0,24.84
262.616,-0.0215,0.23,0.236,0.0011,76.12,75.6,0.562,0.562,0.0,23.69
262.668,-0.0215,0.102,0.232,-0.0008,76.15,75.6,0.56,0.559,0.0,24.85
262.711,-0.0213,0.027,0.203,-0.0036,76.26,75.6,0.548,0.548,0.0,18.36
262.763,-0.0209,0.097,0.155,-0.0036,76.36,75.6,0.538,0.538,0.0,20.1
262.815,-0.0202,0.084,0.085,-0.0048,76.35,75.6,0.538,0.538,0.0,21.59
262.862,-0.0195,0.043,0.02,-0.0016,76.16,75.6,0.558,0.558,0.0,18.12
262.915,-0.0188,-0.165,-0.037,-0.0013,76.05,75.6,0.571,0.571,0.0,20.47
262.967,-0.018,-0.258,-0.084,-0.0005,76.15,75.6,0.559,0.559,0.0,22.79
263.014,-0.017,-0.199,-0.093,0.0035,76.35,75.6,0.539,0.539,0.0,19.34
263.069,-0.0162,-0.023,-0.058,0.006,76.41,75.6,0.532,0.532,0.0,24.29
263.117,-0.0155,0.0,0.0,0.0044,76.22,75.6,0.552,0.552,0.0,22.24
263.166,-0.015,0.084,0.024,-0.0028,76.09,75.6,0.566,0.566,0.0,19.87
263.214,-0.0143,0.034,0.014,-0.0038,76.16,75.6,0.558,0.558,0.0,18.04
263.267,-0.0134,-0.019,-0.012,-0.0026,76.3,75.6,0.544,0.544,0.0,21.15
263.316,-0.0125,-0.269,-0.06,-0.004,76.38,75.6,0.536,0.536,0.0,19.4
263.364,-0.0111,-0.28,-0.101,-0.0005,76.3,75.6,0.544,0.544,0.0,17.49
263.416,-0.0098,-0.15,-0.137,-0.0009,76.17,75.6,0.557,0.557,0.0,18.46
263.468,-0.0083,-0.268,-0.168,-0.0005,76.17,75.6,0.557,0.557,0.0,20.78
263.517,-0.0068,-0.239,-0.178,0.0017,76.25,75.6,0.549,0.549,0.0,19.36
263.57,-0.0056,-0.289,-0.214,-0.0039,76.33,75.6,0.541,0.541,0.0,21.96
263.621,-0.004,-0.316,-0.26,-0.0026,76.33,75.6,0.54,0.54,0.0,22.63
263.669,-0.0024,-0.244,-0.267,0.0037,76.18,75.6,0.556,0.556,0.0,19.9
263.717,-0.0008,-0.329,-0.276,-0.0004,76.05,75.6,0.57,0.57,0.0,17.77
263.771,0.0006,-0.332,-0.3,-0.0025,76.15,75.6,0.559,0.559,0.0,21.85
263.822,0.0018,-0.341,-0.316,0.0003,76.34,75.6,0.54,0.54,0.0,22.92
263.87,0.0034,-0.268,-0.301,0.0038,76.39,75.6,0.533,0.533,0.0,20.52
263.921,0.0047,-0.382,-0.292,-0.0004,76.21,75.6,0.553,0.553,0.0,21.14
263.975,0.0059,-0.25,-0.304,-0.0025,76.08,75.6,0.568,0.568,0.0,24.03
264.019,0.0074,-0.195,-0.298,0.002,76.15,75.6,0.559,0.559,0.0,18.09
264.075,0.0087,-0.291,-0.281,0.0018,76.3,75.6,0.544,0.544,0.0,23.16
264.125,0.0098,-0.386,-0.289,-0.003,76.38,75.6,0.535,0.535,0.0,22.89
264.17,0.0111,-0.305,-0.277,0.0027,76.33,75.6,0.54,0.54,0.0,18.4
264.221,0.0123,-0.166,-0.253,0.002,76.15,75.6,0.559,0.559,0.0,18.29
264.274,0.0134,-0.328,-0.259,-0.0034,76.04,75.6,0.572,0.572,0.0,21.44
264.322,0.0145,-0.243,-0.244,0.0028,76.15,75.6,0.559,0.559,0.0,19.62
264.377,0.0155,-0.196,-0.254,-0.003,76.35,75.6,0.539,0.539,0.0,24.16
264.429,0.0166,-0.393,-0.291,-0.0042,76.42,75.6,0.53,0.53,0.0,25.56
264.474,0.0175,-0.351,-0.355,-0.0051,76.24,75.6,0.55,0.55,0.0,20.38
264.522,0.0188,-0.266,-0.375,0.004,76.12,75.6,0.563,0.563,0.0,18.39
264.576,0.0197,-0.352,-0.368,0.003,76.18,75.6,0.556,0.556,0.0,22.29
264.629,0.0203,-0.468,-0.357,0.0008,76.29,75.6,0.545,0.545,0.0,24.07
264.676,0.0213,-0.369,-0.319,0.0041,76.37,75.6,0.537,0.537,0.0,21.55
264.729,0.0219,-0.198,-0.273,0.0024,76.34,75.6,0.54,0.54,0.0,23.67
264.779,0.0224,-0.111,-0.234,0.0006,76.15,75.6,0.559,0.559,0.0,23.84
264.824,0.0228,-0.05,-0.19,0.0021,76.02,75.6,0.574,0.574,0.0,18.52
264.878,0.0231,-0.127,-0.174,-0.0024,76.14,75.6,0.56,0.56,0.0,21.96
264.925,0.0232,-0.209,-0.175,-0.0019,76.35,75.6,0.538,0.538,0.0,18.66
264.978,0.0236,-0.124,-0.148,0.004,76.42,75.6,0.531,0.531,0.0,21.36
265.026,0.0237,-0.101,-0.122,0.0008,76.23,75.6,0.551,0.551,0.0,19.5
265.081,0.0237,-0.0,-0.102,0.0,76.12,75.6,0.563,0.563,0.0,23.53
265.129,0.0238,0.065,-0.068,0.0027,76.17,75.6,0.558,0.557,0.0,22.09
265.191,0.0238,-0.104,-0.049,-0.0009,76.28,75.6,0.546,0.546,0.0,32.99
265.23,0.0237,-0.063,-0.074,-0.0054,76.38,75.6,0.536,0.536,0.0,22.28
265.278,0.0239,-0.019,-0.083,0.0013,76.37,75.6,0.537,0.537,0.0,19.86
265.327,0.024,-0.073,-0.111,-0.0031,76.19,75.6,0.555,0.555,0.0,18.55
265.376,0.0241,-0.245,-0.172,-0.0055,76.06,75.6,0.569,0.569,0.0,16.92
265.427,0.0242,-0.39,-0.237,-0.0026,76.16,75.6,0.559,0.559,0.0,18.55
265.478,0.0245,-0.351,-0.263,0.003,76.33,75.6,0.541,0.541,0.0,19.03
265.53,0.0247,-0.21,-0.272,0.0017,76.38,75.6,0.536,0.536,0.0,20.26
265.583,0.0248,-0.25,-0.26,0.0025,76.23,75.6,0.551,0.551,0.0,23.72
265.627,0.0246,-0.179,-0.227,0.0033,76.08,75.6,0.568,0.568,0.0,17.2
265.684,0.0242,-0.123,-0.187,0.0022,76.15,75.6,0.559,0.559,0.0,23.12
265.734,0.0237,0.015,-0.116,0.0057,76.31,75.6,0.542,0.542,0.0,23.04
265.786,0.0228,0.087,-0.039,0.0033,76.39,75.6,0.533,0.533,0.0,25.16
265.839,0.0217,0.197,0.049,0.0042,76.3,75.6,0.544,0.544,0.0,27.42
265.885,0.0205,0.315,0.153,0.0055,76.13,75.6,0.561,0.561,0.0,23.32
265.93,0.019,0.349,0.235,0.0005,76.11,75.6,0.563,0.563,0.0,18.42
265.984,0.0175,0.348,0.32,0.0032,76.21,75.6,0.553,0.553,0.0,22.07
266.035,0.0158,0.548,0.388,0.0007,76.33,75.6,0.541,0.541,0.0,23.11
266.081,0.0143,0.521,0.422,-0.0025,76.36,75.6,0.538,0.538,0.0,18.93
266.138,0.0131,0.543,0.437,-0.0014,76.17,75.6,0.557,0.557,0.0,24.98
266.186,0.0116,0.249,0.405,-0.006,76.03,75.6,0.573,0.573,0.0,23.68
266.232,0.0108,0.166,0.349,-0.0046,76.13,75.6,0.561,0.561,0.0,19.16
266.282,0.0102,0.144,0.274,-0.0046,76.33,75.6,0.54,0.54,0.0,18.84
266.334,0.0101,0.013,0.177,-0.0057,76.38,75.6,0.536,0.536,0.0,20.14
266.382,0.0102,-0.062,0.086,-0.0025,76.21,75.6,0.553,0.553,0.0,17.9
266.437,0.0106,-0.131,-0.022,-0.0056,76.09,75.6,0.567,0.567,0.0,23.01
266.486,0.0113,-0.431,-0.134,-0.0044,76.16,75.6,0.558,0.558,0.0,21.87
266.535,0.0122,-0.448,-0.216,0.0004,76.31,75.6,0.542,0.542,0.0,20.41
266.588,0.0131,-0.365,-0.29,-0.0018,76.38,75.6,0.536,0.536,0.0,23.02
266.638,0.0142,-0.427,-0.342,0.0005,76.27,75.6,0.547,0.547,0.0,22.62
266.686,0.015,-0.488,-0.401,-0.0028,76.12,75.6,0.562,0.562,0.0,20.55
266.737,0.0159,-0.448,-0.433,0.0017,76.15,75.6,0.559,0.559,0.0,20.86
266.785,0.0166,-0.361,-0.453,0.0005,76.26,75.6,0.548,0.548,0.0,18.92
266.834,0.0172,-0.468,-0.471,-0.0003,76.36,75.6,0.538,0.538,0.0,17.92
266.888,0.0173,-0.355,-0.448,0.005,76.34,75.6,0.54,0.54,0.0,20.72
266.941,0.0171,-0.236,-0.397,0.0048,76.15,75.6,0.559,0.559,0.0,23.69
266.993,0.0167,-0.095,-0.286,0.0101,76.01,75.6,0.575,0.575,0.0,25.29
267.038,0.0154,0.036,-0.16,0.0059,76.11,75.6,0.563,0.563,0.0,19.93
267.091,0.0137,0.283,0.011,0.0107,76.34,75.6,0.54,0.54,0.0,22.52
267.142,0.0115,0.554,0.252,0.0159,76.42,75.6,0.53,0.53,0.0,23.55
267.195,0.009,0.879,0.489,0.0078,76.24,75.6,0.55,0.55,0.0,25.64
267.237,0.006,0.872,0.637,-0.0042,76.1,75.6,0.566,0.566,0.0,17.95
267.29,0.0028,1.119,0.752,0.0005,76.16,75.6,0.558,0.558,0.0,20.29
267.34,-0.0001,0.815,0.815,-0.0033,76.31,75.6,0.543,0.543,0.0,20.42
267.389,-0.0031,0.714,0.817,-0.0062,76.39,75.6,0.535,0.535,0.0,18.49
267.443,-0.0056,0.855,0.797,-0.003,76.31,75.6,0.543,0.543,0.0,22.2
267.496,-0.0077,0.693,0.792,0.0013,76.14,75.6,0.56,0.56,0.0,25.24
267.545,-0.0099,0.726,0.765,-0.0031,76.1,75.6,0.566,0.566,0.0,23.96
267.59,-0.0116,0.563,0.689,-0.0079,76.2,75.6,0.554,0.554,0.0,18.77
267.639,-0.0127,0.446,0.601,-0.0044,76.32,75.6,0.542,0.542,0.0,17.95
267.692,-0.0136,0.287,0.473,-0.0085,76.35,75.6,0.539,0.539,0.0,20.93
267.742,-0.0139,0.087,0.315,-0.0087,76.21,75.6,0.553,0.553,0.0,20.29
267.795,-0.0136,-0.049,0.159,-0.0054,76.08,75.6,0.568,0.568,0.0,22.51
267.845,-0.013,-0.384,0.002,-0.0054,76.14,75.6,0.56,0.56,0.0,22.62
267.891,-0.0122,-0.489,-0.138,-0.0033,76.3,75.6,0.544,0.544,0.0,18.22
267.942,-0.0111,-0.317,-0.26,-0.0022,76.38,75.6,0.536,0.536,0.0,19.15
267.992,-0.0098,-0.43,-0.343,0.0011,76.3,75.6,0.544,0.544,0.0,18.77
268.047,-0.0091,-0.496,-0.388,0.0025,76.15,75.6,0.559,0.559,0.0,23.92
268.094,-0.0085,-0.461,-0.405,0.0022,76.13,75.6,0.561,0.561,0.0,20.63
268.145,-0.008,-0.271,-0.348,0.0098,76.23,75.6,0.551,0.551,0.0,21.02
268.205,-0.0078,0.021,-0.19,0.0161,76.33,75.6,0.541,0.541,0.0,31.21
268.244,-0.0085,0.087,-0.048,0.0031,76.37,75.6,0.537,0.537,0.0,18.96
268.295,-0.0093,0.344,0.141,0.0117,76.23,75.6,0.55,0.55,0.0,19.77
268.347,-0.0105,0.655,0.372,0.0124,76.1,75.6,0.566,0.566,0.0,21.65
268.396,-0.0123,0.679,0.537,-0.0011,76.16,75.6,0.559,0.558,0.0,20.21
268.451,-0.0141,0.927,0.644,-0.0024,76.3,75.6,0.544,0.544,0.0,25.29
268.496,-0.0159,0.897,0.682,-0.0058,76.39,75.6,0.535,0.535,0.0,19.46
268.549,-0.0179,0.565,0.637,-0.0103,76.33,75.6,0.54,0.54,0.0,22.22
268.597,-0.0193,0.488,0.576,-0.0038,76.15,75.6,0.559,0.559,0.0,19.71
268.65,-0.0203,0.404,0.512,-0.0024,76.03,75.6,0.573,0.573,0.0,22.12
268.699,-0.0209,0.213,0.446,-0.0026,76.14,75.6,0.56,0.56,0.0,21.38
268.747,-0.0213,0.132,0.375,-0.003,76.34,75.6,0.539,0.539,0.0,19.65
268.802,-0.0214,0.235,0.279,-0.0059,76.39,75.6,0.533,0.533,0.0,23.44
268.851,-0.021,0.001,0.174,-0.0047,76.21,75.6,0.553,0.553,0.0,22.66
268.898,-0.0205,-0.099,0.072,-0.0032,76.08,75.6,0.568,0.568,0.0,18.63
268.951,-0.0198,-0.358,-0.051,-0.0065,76.17,75.6,0.557,0.557,0.0,21.41
268.998,-0.0186,-0.207,-0.159,-0.0021,76.33,75.6,0.541,0.541,0.0,17.93
269.049,-0.0175,-0.231,-0.233,0.0009,76.36,75.6,0.538,0.538,0.0,19.05
269.102,-0.0166,-0.288,-0.252,0.0051,76.21,75.6,0.553,0.553,0.0,21.53
269.153,-0.0158,-0.359,-0.245,0.0029,76.08,75.6,0.568,0.568,0.0,22.43
269.206,-0.0151,-0.029,-0.199,0.0058,76.15,75.6,0.559,0.559,0.0,25.13
269.249,-0.0148,0.019,-0.148,0.0022,76.31,75.6,0.542,0.542,0.0,17.97
269.301,-0.0147,0.056,-0.064,0.0065,76.38,75.6,0.536,0.536,0.0,19.66
269.354,-0.0151,0.157,0.012,0.0017,76.26,75.6,0.548,0.548,0.0,22.4
269.403,-0.0157,0.212,0.073,0.0006,76.12,75.6,0.562,0.562,0.0,20.93
269.455,-0.0163,0.388,0.171,0.0072,76.16,75.6,0.558,0.558,0.0,22.64
269.503,-0.0172,0.296,0.275,0.0043,76.27,75.6,0.546,0.546,0.0,20.35
269.551,-0.0184,0.302,0.344,-0.0013,76.36,75.6,0.538,0.537,0.0,17.98
269.604,-0.0196,0.623,0.369,-0.0037,76.34,75.6,0.539,0.539,0.0,21.36
269.656,-0.0207,0.507,0.38,-0.0012,76.15,75.6,0.559,0.559,0.0,22.69
269.7,-0.0221,0.465,0.377,-0.0015,76.02,75.6,0.574,0.574,0.0,17.33
269.754,-0.0232,0.174,0.334,-0.0057,76.14,75.6,0.561,0.561,0.0,21.02
269.804,-0.0241,0.339,0.309,0.001,76.36,75.6,0.537,0.537,0.0,21.02
269.855,-0.0251,0.302,0.29,-0.0001,76.42,75.6,0.53,0.53,0.0,21.58
269.908,-0.026,0.323,0.295,0.0028,76.24,75.6,0.55,0.55,0.0,24.39
269.955,-0.0271,0.371,0.318,0.0025,76.09,75.6,0.566,0.566,0.0,21.19
