t_s,e_y_m,theta_ref0_deg,theta_real_deg,tau_Nm,v_real_kmh,v_target_kmh,u_cmd,gas,brake,loop_dt_ms
0.049,2.4921,68.755,7.162,1.0,0.0,75.6,1.0,1.0,0.0,48.44
0.071,2.4921,68.755,25.347,1.7892,0.01,75.6,1.0,1.0,0.0,21.09
0.134,2.4923,68.755,44.639,0.7892,0.01,75.6,1.0,1.0,0.0,33.18
0.244,2.4924,68.755,57.597,-0.2108,0.02,75.6,1.0,1.0,0.0,92.42
0.348,2.4924,68.755,61.593,-0.7991,0.0,75.6,1.0,1.0,0.0,104.21
0.365,2.4926,68.755,62.964,-0.227,0.0,75.6,1.0,1.0,0.0,16.52
0.411,2.4927,68.755,64.567,0.0802,0.0,75.6,1.0,1.0,0.0,12.75
0.463,2.4927,68.755,66.031,0.0365,0.0,75.6,1.0,1.0,0.0,14.66
0.512,2.4927,68.755,66.955,-0.0242,0.0,75.6,1.0,1.0,0.0,12.83
0.573,2.4928,68.755,67.518,-0.0183,0.0,75.6,1.0,1.0,0.0,23.04
0.618,2.4928,68.755,67.906,-0.0047,0.0,75.6,1.0,1.0,0.0,17.97
0.662,2.4928,68.755,68.179,-0.0025,0.0,75.6,1.0,1.0,0.0,11.45
0.71,2.4928,68.755,68.364,-0.0026,0.0,75.6,1.0,1.0,0.0,9.12
0.76,2.4928,68.755,68.49,-0.0019,0.0,75.6,1.0,1.0,0.0,9.05
0.81,2.4937,68.755,68.575,-0.0013,0.88,75.6,1.0,1.0,0.0,9.05
0.861,2.496,68.755,68.633,-0.0008,1.77,75.6,1.0,1.0,0.0,9.01
0.933,2.4999,-68.755,61.508,-1.0008,2.61,75.6,1.0,1.0,0.0,30.57
0.975,2.5063,-68.755,41.841,-2.0,3.41,75.6,1.0,1.0,0.0,22.02
1.027,2.5142,-68.755,12.766,-2.0,4.17,75.6,1.0,1.0,0.0,23.73
1.092,2.5244,-68.755,-16.464,-1.0365,4.91,75.6,1.0,1.0,0.0,38.59
1.146,2.5346,-68.755,-38.648,-0.0365,5.62,75.6,1.0,1.0,0.0,42.18
1.258,2.5448,-68.755,-48.385,0.9635,6.38,75.6,1.0,1.0,0.0,103.84
1.276,2.5644,-68.755,-53.952,0.2425,7.97,75.6,1.0,1.0,0.0,18.03
1.326,2.5718,-68.755,-58.533,-0.0568,8.76,75.6,1.0,1.0,0.0,16.86
1.374,2.5777,-68.755,-61.94,0.0041,9.5,75.6,1.0,1.0,0.0,14.56
1.423,2.5814,-68.755,-64.163,0.0465,10.27,75.6,1.0,1.0,0.0,13.78
1.475,2.583,-68.755,-65.617,0.0297,11.06,75.6,1.0,1.0,0.0,14.81
1.522,2.5826,-68.755,-66.616,0.0128,11.84,75.6,1.0,1.0,0.0,12.31
1.574,2.579,-68.755,-67.304,0.0086,12.02,75.6,1.0,1.0,0.0,13.93
1.621,2.5709,-68.755,-67.77,0.007,11.85,75.6,1.0,1.0,0.0,10.37
1.683,2.5549,-40.934,-60.907,1.007,11.69,75.6,1.0,1.0,0.0,22.1
1.731,2.5342,-26.538,-48.235,1.0506,11.85,75.6,1.0,1.0,0.0,19.36
1.781,2.5141,-10.135,-34.153,0.6392,12.8,75.6,1.0,1.0,0.0,19.36
1.831,2.4891,-4.385,-23.277,0.044,13.63,75.6,1.0,1.0,0.0,18.91
1.882,2.4571,-3.388,-16.476,-0.1895,14.47,75.6,1.0,1.0,0.0,19.95
1.935,2.4289,0.036,-11.197,0.025,15.28,75.6,1.0,1.0,0.0,22.03
1.98,2.3994,2.684,-6.53,0.0987,16.07,75.6,1.0,1.0,0.0,17.4
2.03,2.3652,4.824,-2.603,0.0597,16.79,75.6,1.0,1.0,0.0,16.93
2.081,2.3318,7.095,0.713,0.0518,17.57,75.6,1.0,1.0,0.0,17.24
2.132,2.3018,9.688,3.768,0.0793,18.34,75.6,1.0,1.0,0.0,17.97
2.182,2.264,11.903,6.578,0.0725,19.14,75.6,1.0,1.0,0.0,17.63
2.231,2.2295,13.457,8.964,0.0389,19.95,75.6,1.0,1.0,0.0,15.56
2.286,2.1898,14.563,10.878,0.0174,20.73,75.6,1.0,1.0,0.0,20.39
2.328,2.1515,14.928,12.249,-0.009,21.56,75.6,1.0,1.0,0.0,12.35
2.386,2.1129,14.848,13.1,-0.0248,22.39,75.6,1.0,1.0,0.0,19.64
2.432,2.0812,15.131,13.733,-0.0008,23.23,75.6,1.0,1.0,0.0,15.49
2.48,2.0396,14.707,14.05,-0.022,24.07,75.6,1.0,1.0,0.0,12.87
2.529,2.0003,14.115,14.035,-0.0352,24.84,75.6,1.0,1.0,0.0,12.07
2.59,1.9635,12.757,13.561,-0.0647,25.69,75.6,1.0,1.0,0.0,22.79
2.642,1.9242,7.187,11.386,-0.2541,25.86,75.6,1.0,1.0,0.0,24.07
2.683,1.8898,3.614,8.463,-0.1803,25.9,75.6,1.0,1.0,0.0,15.05
2.734,1.8591,2.243,6.12,-0.021,25.87,75.6,1.0,1.0,0.0,15.56
2.794,1.8292,2.231,4.759,0.0554,25.84,75.6,1.0,1.0,0.0,25.44
2.838,1.7979,2.988,4.22,0.0672,25.82,75.6,1.0,1.0,0.0,18.96
2.889,1.7642,4.885,4.506,0.0963,26.45,75.6,1.0,1.0,0.0,19.55
2.933,1.7312,6.892,5.408,0.0961,27.4,75.6,1.0,1.0,0.0,13.48
2.983,1.6972,8.215,6.461,0.0526,28.27,75.6,1.0,1.0,0.0,12.82
3.036,1.663,8.968,7.363,0.0156,28.92,75.6,1.0,1.0,0.0,16.51
3.082,1.631,8.457,7.755,-0.0398,29.56,75.6,1.0,1.0,0.0,11.92
3.133,1.5994,7.565,7.644,-0.0564,30.2,75.6,1.0,1.0,0.0,12.53
3.184,1.5647,6.629,7.232,-0.046,30.92,75.6,1.0,1.0,0.0,12.87
3.235,1.5349,6.314,6.855,-0.0094,31.62,75.6,1.0,1.0,0.0,13.37
3.283,1.5033,5.646,6.434,-0.0194,32.3,75.6,1.0,1.0,0.0,11.19
3.334,1.4741,5.217,5.999,-0.0167,33.01,75.6,1.0,1.0,0.0,11.53
3.384,1.4416,5.049,5.647,-0.0034,33.71,75.6,1.0,1.0,0.0,11.64
3.436,1.4131,4.865,5.371,-0.0018,34.43,75.6,1.0,1.0,0.0,13.02
3.485,1.3814,4.65,5.119,-0.0062,35.11,75.6,1.0,1.0,0.0,11.65
3.535,1.3534,4.08,4.762,-0.0235,35.85,75.6,1.0,1.0,0.0,11.33
3.587,1.3245,3.896,4.436,-0.0082,36.58,75.6,1.0,1.0,0.0,13.24
3.635,1.2976,3.762,4.193,0.0002,37.24,75.6,1.0,1.0,0.0,11.09
3.69,1.2676,3.855,4.079,0.0095,37.97,75.6,1.0,1.0,0.0,15.63
3.738,1.2416,3.657,3.954,-0.0055,38.68,75.6,1.0,1.0,0.0,13.44
3.79,1.2144,3.399,3.765,-0.0133,39.36,75.6,1.0,1.0,0.0,14.88
3.841,1.1892,3.537,3.664,0.0057,40.07,75.6,1.0,1.0,0.0,15.73
3.887,1.1615,3.373,3.569,-0.0026,40.78,75.6,1.0,1.0,0.0,12.01
3.939,1.1372,3.189,3.412,-0.012,41.56,75.6,1.0,1.0,0.0,13.59
3.991,1.1132,2.49,3.083,-0.0295,42.32,75.6,1.0,1.0,0.0,15.54
4.042,1.0872,2.387,2.799,-0.0053,43.04,75.6,1.0,1.0,0.0,16.41
4.089,1.0638,1.612,2.372,-0.0298,43.79,75.6,1.0,1.0,0.0,12.57
4.142,1.0406,1.564,2.033,-0.0027,44.54,75.6,1.0,1.0,0.0,14.8
4.189,1.0191,1.581,1.848,0.0097,45.29,75.6,1.0,1.0,0.0,11.86
4.242,0.9962,1.089,1.592,-0.0163,46.0,75.6,1.0,1.0,0.0,14.1
4.29,0.9729,1.228,1.426,0.0037,46.76,75.6,1.0,1.0,0.0,12.31
4.347,0.952,1.027,1.299,-0.0005,47.51,75.6,1.0,1.0,0.0,18.67
4.394,0.9306,0.962,1.188,-0.0021,47.55,75.6,1.0,1.0,0.0,15.34
4.445,0.9085,0.961,1.111,0.0008,47.51,75.6,1.0,1.0,0.0,15.38
4.498,0.8893,1.092,1.134,0.0114,47.5,75.6,1.0,1.0,0.0,18.74
4.545,0.8692,1.088,1.168,0.0022,47.46,75.6,1.0,1.0,0.0,15.14
4.601,0.8508,1.536,1.229,0.005,47.86,75.6,1.0,1.0,0.0,20.49
4.65,0.832,1.777,1.358,0.0117,48.85,75.6,1.0,1.0,0.0,19.53
4.692,0.8111,1.358,1.426,-0.0041,49.23,75.6,1.0,1.0,0.0,11.96
4.744,0.7927,1.406,1.465,-0.0017,49.72,75.6,1.0,1.0,0.0,13.61
4.793,0.7721,1.408,1.492,-0.0002,50.25,75.6,1.0,1.0,0.0,12.12
4.844,0.7542,1.694,1.492,-0.003,50.82,75.6,1.0,1.0,0.0,12.66
4.894,0.7367,1.692,1.485,-0.0009,51.38,75.6,1.0,1.0,0.0,12.37
4.946,0.7186,1.335,1.463,-0.0024,52.02,75.6,1.0,1.0,0.0,14.02
4.994,0.699,1.316,1.441,-0.0008,52.68,75.6,1.0,1.0,0.0,11.97
5.049,0.682,1.577,1.47,0.0064,53.37,75.6,1.0,1.0,0.0,17.07
5.096,0.6642,1.505,1.478,-0.0018,54.08,75.6,1.0,1.0,0.0,13.18
5.149,0.6472,1.741,1.56,0.0105,54.77,75.6,1.0,1.0,0.0,16.93
5.197,0.6305,1.682,1.617,-0.0007,55.51,75.6,1.0,1.0,0.0,14.18
5.251,0.6133,1.848,1.691,0.0044,56.26,75.6,1.0,1.0,0.0,18.13
5.296,0.5959,1.773,1.725,-0.0031,56.99,75.6,1.0,1.0,0.0,12.37
5.35,0.5803,1.902,1.837,0.0122,57.75,75.6,1.0,1.0,0.0,16.5
5.397,0.5632,1.78,1.897,-0.0034,58.44,75.6,1.0,1.0,0.0,13.7
5.452,0.5479,2.177,1.956,0.002,59.2,75.6,1.0,1.0,0.0,18.11
5.498,0.5305,2.011,1.951,-0.007,59.84,75.6,1.0,1.0,0.0,13.73
5.551,0.5148,1.95,1.995,0.0067,60.59,75.6,1.0,1.0,0.0,16.83
5.603,0.5009,1.676,1.955,-0.0101,61.28,75.6,1.0,1.0,0.0,18.7
5.653,0.4859,1.795,1.878,-0.0066,62.03,75.6,1.0,1.0,0.0,18.1
5.703,0.4714,1.592,1.769,-0.0072,62.73,75.6,1.0,1.0,0.0,17.96
5.751,0.4576,1.431,1.685,-0.0002,63.42,75.6,1.0,1.0,0.0,16.3
5.803,0.4443,1.357,1.555,-0.0093,64.17,75.6,1.0,1.0,0.0,16.92
5.85,0.4317,1.126,1.378,-0.0111,64.9,75.6,1.0,1.0,0.0,14.31
5.905,0.4198,0.899,1.14,-0.0147,65.57,75.6,1.0,1.0,0.0,18.7
5.954,0.4092,0.722,0.914,-0.0066,66.31,75.6,1.0,1.0,0.0,16.98
6.005,0.3984,0.215,0.711,-0.0047,67.05,75.6,1.0,1.0,0.0,18.69
6.058,0.3882,0.225,0.52,-0.0054,67.74,75.6,1.0,1.0,0.0,21.41
6.105,0.3791,0.156,0.368,-0.0012,68.49,75.6,1.0,1.0,0.0,17.14
6.16,0.3697,0.192,0.244,-0.0014,69.21,75.6,1.0,1.0,0.0,21.75
6.214,0.3603,-0.082,0.204,0.0074,69.97,75.6,1.0,1.0,0.0,25.46
6.256,0.3509,-0.053,0.202,0.0039,70.67,75.6,1.0,1.0,0.0,17.76
6.309,0.3416,0.198,0.253,0.0074,71.38,75.6,1.0,1.0,0.0,20.66
6.361,0.3326,0.854,0.402,0.0153,72.09,75.6,0.986,0.986,0.0,21.83
6.409,0.3232,0.87,0.521,0.0011,72.83,75.6,0.907,0.907,0.0,20.21
6.459,0.3134,0.697,0.617,0.0009,73.58,75.6,0.828,0.828,0.0,19.18
6.509,0.3032,0.702,0.682,-0.001,74.33,75.6,0.75,0.75,0.0,19.02
6.558,0.2932,0.964,0.764,0.0047,75.03,75.6,0.676,0.676,0.0,17.88
6.607,0.2834,1.014,0.929,0.0144,75.76,75.6,0.603,0.603,0.0,16.96
6.663,0.2732,1.271,1.109,0.0079,76.49,75.6,0.523,0.523,0.0,22.74
6.713,0.2632,1.223,1.208,-0.0051,77.15,75.6,0.453,0.453,0.0,22.24
6.768,0.2547,1.48,1.277,-0.0007,77.14,75.6,0.454,0.454,0.0,27.26
6.817,0.2455,1.111,1.241,-0.0122,76.95,75.6,0.474,0.474,0.0,24.84
6.863,0.2371,0.926,1.14,-0.0103,76.75,75.6,0.495,0.495,0.0,21.34
6.913,0.2295,0.774,0.944,-0.0168,76.55,75.6,0.517,0.517,0.0,20.11
6.967,0.2231,0.291,0.713,-0.0118,76.34,75.6,0.54,0.54,0.0,23.9
7.015,0.218,0.135,0.513,-0.0036,76.15,75.6,0.559,0.559,0.0,21.89
7.064,0.2132,-0.251,0.359,-0.0007,75.98,75.6,0.577,0.577,0.0,20.47
7.115,0.2093,-0.23,0.238,-0.0007,76.09,75.6,0.565,0.565,0.0,21.26
7.168,0.2061,0.014,0.053,-0.0132,76.34,75.6,0.54,0.54,0.0,23.86
7.216,0.2038,-0.128,-0.136,-0.0071,76.45,75.6,0.528,0.528,0.0,21.66
7.269,0.2016,-0.738,-0.412,-0.0186,76.27,75.6,0.547,0.547,0.0,24.01
7.318,0.1998,-1.479,-0.801,-0.0256,76.12,75.6,0.562,0.562,0.0,22.7
7.363,0.1996,-1.423,-1.058,0.0049,76.14,75.6,0.56,0.56,0.0,17.7
7.419,0.199,-1.416,-1.187,0.009,76.25,75.6,0.549,0.549,0.0,23.53
7.469,0.1985,-1.496,-1.253,0.0043,76.35,75.6,0.539,0.539,0.0,23.44
7.516,0.1975,-1.253,-1.223,0.0111,76.37,75.6,0.537,0.537,0.0,20.8
7.565,0.1958,-0.657,-1.108,0.0129,76.18,75.6,0.556,0.556,0.0,18.75
7.618,0.1937,-1.012,-0.923,0.0139,76.06,75.6,0.57,0.57,0.0,21.83
7.668,0.1907,-0.726,-0.7,0.0117,76.14,75.6,0.56,0.56,0.0,22.02
7.72,0.1869,-0.069,-0.565,-0.0045,76.32,75.6,0.542,0.542,0.0,23.32
7.772,0.1829,0.263,-0.468,-0.0005,76.4,75.6,0.532,0.532,0.0,24.31
7.819,0.1775,-0.247,-0.455,-0.0085,76.28,75.6,0.546,0.546,0.0,21.73
7.868,0.1721,-0.007,-0.383,0.0087,76.14,75.6,0.56,0.56,0.0,20.52
7.922,0.1658,0.177,-0.155,0.0244,76.15,75.6,0.559,0.559,0.0,24.53
7.971,0.159,0.345,0.236,0.0306,76.25,75.6,0.549,0.549,0.0,23.46
8.019,0.1517,0.522,0.57,0.0057,76.34,75.6,0.54,0.54,0.0,20.39
8.071,0.143,2.094,0.955,0.0188,76.32,75.6,0.541,0.541,0.0,22.24
8.125,0.1355,1.66,1.412,0.0235,76.14,75.6,0.56,0.56,0.0,26.0
8.169,0.1258,1.511,1.681,-0.0102,76.03,75.6,0.573,0.572,0.0,19.4
8.224,0.1174,1.798,1.71,-0.0242,76.15,75.6,0.559,0.559,0.0,24.9
8.273,0.1094,2.288,1.682,-0.007,76.35,75.6,0.539,0.539,0.0,23.55
8.322,0.102,2.076,1.616,-0.0062,76.42,75.6,0.53,0.53,0.0,21.53
8.374,0.0952,1.006,1.382,-0.0259,76.24,75.6,0.55,0.55,0.0,23.84
8.422,0.0882,0.804,1.117,-0.0124,76.09,75.6,0.567,0.567,0.0,21.3
8.473,0.0833,0.625,0.898,-0.0028,76.13,75.6,0.561,0.561,0.0,22.26
8.524,0.0783,0.051,0.762,0.0039,76.28,75.6,0.546,0.546,0.0,22.63
8.577,0.0741,0.958,0.679,0.0028,76.39,75.6,0.535,0.535,0.0,24.73
8.626,0.0711,0.339,0.625,0.0011,76.38,75.6,0.535,0.535,0.0,24.28
8.673,0.0664,0.107,0.514,-0.0099,76.2,75.6,0.554,0.554,0.0,20.47
8.724,0.063,0.071,0.36,-0.0097,76.06,75.6,0.569,0.569,0.0,21.61
8.777,0.0606,0.148,0.321,0.0106,76.15,75.6,0.559,0.559,0.0,24.61
8.823,0.0577,0.017,0.283,-0.0012,76.32,75.6,0.542,0.542,0.0,20.39
8.878,0.055,0.136,0.225,-0.0041,76.38,75.6,0.536,0.536,0.0,25.13
8.927,0.0528,0.434,0.173,-0.0013,76.27,75.6,0.547,0.547,0.0,23.32
8.973,0.05,0.306,0.101,-0.0046,76.11,75.6,0.564,0.564,0.0,19.69
9.027,0.0475,-0.262,0.02,-0.0037,76.15,75.6,0.559,0.559,0.0,23.19
9.077,0.045,0.011,-0.07,-0.004,76.26,75.6,0.548,0.548,0.0,22.2
9.128,0.0429,0.052,-0.116,0.0029,76.35,75.6,0.539,0.539,0.0,23.33
9.176,0.0394,0.079,-0.129,0.0029,76.36,75.6,0.538,0.538,0.0,20.78
9.23,0.0355,0.205,-0.088,0.0072,76.17,75.6,0.557,0.557,0.0,24.43
9.278,0.0319,0.179,0.077,0.0187,76.02,75.6,0.574,0.574,0.0,22.53
9.326,0.0264,0.211,0.219,0.0025,76.11,75.6,0.563,0.563,0.0,20.0
9.383,0.0212,0.924,0.487,0.0226,76.33,75.6,0.541,0.541,0.0,26.11
9.429,0.0148,1.527,0.806,0.0165,76.42,75.6,0.53,0.53,0.0,22.19
9.48,0.0071,1.471,0.997,-0.0066,76.25,75.6,0.549,0.549,0.0,22.53
9.535,-0.0009,1.866,1.086,-0.0077,76.1,75.6,0.566,0.566,0.0,27.26
9.582,-0.0087,1.397,0.974,-0.0249,76.13,75.6,0.561,0.561,0.0,23.97
9.632,-0.0181,1.53,0.788,-0.0142,76.27,75.6,0.547,0.547,0.0,23.89
9.679,-0.0284,1.426,0.641,-0.001,76.37,75.6,0.536,0.536,0.0,21.11
9.735,-0.0385,0.911,0.711,0.0251,76.37,75.6,0.536,0.536,0.0,26.2
9.792,-0.0479,1.842,1.181,0.0585,76.18,75.6,0.556,0.556,0.0,32.73
9.83,-0.0641,1.754,1.526,-0.0012,76.02,75.6,0.574,0.574,0.0,20.53
9.888,-0.0798,3.222,2.194,0.0572,76.09,75.6,0.567,0.566,0.0,28.15
9.934,-0.0951,5.225,3.001,0.0427,76.32,75.6,0.542,0.542,0.0,24.05
9.982,-0.116,4.818,3.399,-0.0288,76.46,75.6,0.527,0.527,0.0,22.39
10.062,-0.1384,5.572,3.753,0.0076,76.36,75.6,0.538,0.538,0.0,51.97
10.098,-0.1607,4.828,4.124,0.0149,76.17,75.6,0.557,0.557,0.0,35.85
10.148,-0.1829,6.365,4.66,0.0358,75.97,75.6,0.579,0.579,0.0,35.16
10.197,-0.209,5.595,4.811,-0.0349,76.01,75.6,0.574,0.574,0.0,33.8
10.238,-0.2332,6.2,5.215,0.0404,76.27,75.6,0.547,0.547,0.0,24.72
10.289,-0.2587,7.5,5.942,0.0594,76.51,75.6,0.522,0.522,0.0,25.42
10.337,-0.2891,6.491,6.143,-0.0482,76.52,75.6,0.52,0.52,0.0,23.52
10.39,-0.3193,7.898,6.482,0.0264,76.34,75.6,0.54,0.54,0.0,25.36
10.439,-0.3435,8.79,7.091,0.0495,76.15,75.6,0.559,0.559,0.0,24.18
10.49,-0.3808,7.4,7.092,-0.0636,75.99,75.6,0.577,0.577,0.0,24.93
10.544,-0.4116,7.87,7.142,0.0068,76.07,75.6,0.569,0.569,0.0,28.67
10.591,-0.4394,8.922,7.66,0.067,76.3,75.6,0.544,0.544,0.0,24.92
10.639,-0.4708,9.939,8.508,0.0642,76.48,75.6,0.525,0.525,0.0,22.58
10.69,-0.5054,8.09,8.492,-0.091,76.43,75.6,0.53,0.529,0.0,24.09
10.74,-0.5387,9.963,8.689,0.0291,76.25,75.6,0.549,0.549,0.0,23.87
10.795,-0.5685,11.168,9.364,0.0737,76.08,75.6,0.568,0.568,0.0,28.61
10.845,-0.6062,9.047,9.212,-0.092,76.08,75.6,0.567,0.567,0.0,28.07
10.89,-0.6384,9.527,9.118,0.0029,76.22,75.6,0.552,0.552,0.0,23.44
10.945,-0.6688,10.789,9.558,0.0714,76.34,75.6,0.54,0.54,0.0,27.5
10.994,-0.7055,8.401,9.195,-0.097,76.39,75.6,0.535,0.535,0.0,26.77
11.041,-0.7372,9.609,9.086,0.023,76.21,75.6,0.553,0.553,0.0,23.24
11.091,-0.7671,11.082,9.65,0.0901,76.05,75.6,0.571,0.571,0.0,22.03
11.148,-0.8059,8.636,9.353,-0.1006,76.1,75.6,0.564,0.564,0.0,28.46
11.196,-0.8386,9.927,9.348,0.0303,76.29,75.6,0.545,0.545,0.0,26.22
11.248,-0.8678,11.701,10.121,0.1086,76.41,75.6,0.531,0.531,0.0,28.3
11.298,-0.9075,9.189,9.962,-0.1032,76.42,75.6,0.53,0.53,0.0,27.48
11.347,-0.9422,10.909,10.148,0.0427,76.24,75.6,0.55,0.55,0.0,26.78
11.394,-0.9757,12.873,11.081,0.1107,76.06,75.6,0.569,0.569,0.0,23.39
11.445,-1.0078,14.686,12.416,0.0887,76.09,75.6,0.567,0.567,0.0,24.32
11.497,-1.0487,11.656,12.326,-0.1524,76.24,75.6,0.55,0.55,0.0,25.61
11.546,-1.0816,12.9,12.289,0.0044,76.38,75.6,0.536,0.536,0.0,25.34
11.611,-1.1118,14.375,12.892,0.0879,76.4,75.6,0.533,0.533,0.0,39.67
11.65,-1.1488,11.219,12.413,-0.1299,76.21,75.6,0.553,0.553,0.0,28.01
11.698,-1.1803,11.992,12.114,0.0085,76.01,75.6,0.574,0.574,0.0,25.83
11.748,-1.2019,12.852,12.326,0.0608,76.05,75.6,0.571,0.571,0.0,26.22
11.8,-1.2356,9.649,11.522,-0.1344,76.25,75.6,0.549,0.549,0.0,27.86
11.848,-1.2602,10.661,10.881,-0.0053,76.44,75.6,0.528,0.528,0.0,25.7
11.899,-1.2819,10.904,10.746,0.0482,76.48,75.6,0.525,0.525,0.0,26.66
11.949,-1.308,7.668,9.697,-0.1321,76.28,75.6,0.546,0.546,0.0,26.17
11.998,-1.3285,8.778,9.008,0.0135,76.11,75.6,0.565,0.565,0.0,25.25
12.046,-1.3459,9.504,9.101,0.0853,76.09,75.6,0.566,0.566,0.0,23.29
12.109,-1.3612,10.746,9.66,0.0682,76.2,75.6,0.554,0.554,0.0,35.73
12.15,-1.3895,7.651,9.032,-0.1463,76.36,75.6,0.538,0.538,0.0,26.44
12.205,-1.4053,9.535,8.859,0.0417,76.4,75.6,0.532,0.532,0.0,31.09
12.25,-1.4212,10.942,9.594,0.1206,76.21,75.6,0.553,0.553,0.0,25.93
12.301,-1.4508,8.105,9.308,-0.1169,76.03,75.6,0.573,0.572,0.0,26.01
12.351,-1.4713,10.302,9.34,0.0343,76.08,75.6,0.568,0.568,0.0,25.72
12.402,-1.4908,12.31,10.247,0.1235,76.28,75.6,0.546,0.546,0.0,26.13
12.455,-1.5233,9.636,10.143,-0.1096,76.44,75.6,0.528,0.528,0.0,29.41
12.505,-1.5495,11.35,10.308,0.0339,76.46,75.6,0.527,0.527,0.0,28.25
12.552,-1.5698,13.992,11.329,0.1253,76.27,75.6,0.546,0.546,0.0,25.58
12.607,-1.6091,11.213,11.27,-0.1151,76.1,75.6,0.566,0.566,0.0,30.56
12.657,-1.6401,13.159,11.51,0.0396,76.09,75.6,0.567,0.567,0.0,30.16
12.705,-1.6705,15.35,12.554,0.1206,76.19,75.6,0.555,0.555,0.0,27.34
12.756,-1.6963,16.917,14.163,0.1154,76.34,75.6,0.54,0.54,0.0,28.65
12.804,-1.7451,13.652,14.209,-0.162,76.38,75.6,0.536,0.536,0.0,25.96
12.858,-1.7796,16.713,14.788,0.076,76.18,75.6,0.556,0.556,0.0,29.51
12.907,-1.8119,19.819,16.605,0.1931,75.99,75.6,0.576,0.576,0.0,27.89
12.951,-1.8616,16.137,16.845,-0.1568,76.03,75.6,0.573,0.573,0.0,21.42
13.01,-1.8997,19.266,17.264,0.0334,76.24,75.6,0.55,0.55,0.0,30.81
13.057,-1.9355,21.29,18.526,0.1323,76.45,75.6,0.527,0.527,0.0,26.88
13.106,-1.9899,17.451,18.299,-0.1638,76.49,75.6,0.523,0.523,0.0,26.63
13.159,-2.0293,19.241,18.293,0.0229,76.29,75.6,0.545,0.545,0.0,29.17
13.212,-2.0643,21.529,19.251,0.1344,76.07,75.6,0.569,0.569,0.0,31.44
13.257,-2.1119,16.987,18.619,-0.1886,75.99,75.6,0.576,0.576,0.0,25.95
13.306,-2.1477,18.404,18.363,0.0303,76.09,75.6,0.567,0.567,0.0,25.11
13.354,-2.1762,20.533,19.071,0.1258,76.3,75.6,0.544,0.544,0.0,23.21
13.41,-2.2219,15.699,18.148,-0.2032,76.42,75.6,0.53,0.53,0.0,28.9
13.462,-2.2529,17.634,17.726,0.0377,76.35,75.6,0.539,0.539,0.0,29.8
13.51,-2.2796,19.689,18.527,0.1562,76.14,75.6,0.561,0.561,0.0,28.18
13.562,-2.3182,14.81,17.682,-0.202,75.9,75.6,0.587,0.587,0.0,29.37
13.61,-2.3433,16.95,17.111,0.0089,75.92,75.6,0.584,0.584,0.0,27.09
13.657,-2.3604,18.115,17.406,0.101,76.22,75.6,0.553,0.553,0.0,24.02
13.713,-2.3918,13.312,16.206,-0.1984,76.51,75.6,0.521,0.521,0.0,29.86
13.763,-2.4104,14.253,15.127,-0.0251,76.58,75.6,0.514,0.514,0.0,30.06
13.808,-2.4216,15.403,14.902,0.0815,76.39,75.6,0.535,0.535,0.0,24.65
13.862,-2.4443,10.767,13.422,-0.183,76.15,75.6,0.559,0.559,0.0,27.88
13.912,-2.4558,11.656,12.546,0.0327,75.94,75.6,0.582,0.582,0.0,27.88
13.958,-2.4618,12.963,12.686,0.1112,75.97,75.6,0.579,0.579,0.0,23.34
14.012,-2.4792,8.348,11.424,-0.1907,76.23,75.6,0.551,0.551,0.0,27.67
14.066,-2.4877,10.801,10.794,0.0442,76.49,75.6,0.523,0.523,0.0,31.18
14.111,-2.492,12.617,11.482,0.1621,76.55,75.6,0.517,0.517,0.0,25.7
14.17,-2.5101,8.593,10.846,-0.1609,76.36,75.6,0.537,0.537,0.0,34.64
14.214,-2.5205,11.757,10.823,0.0635,76.14,75.6,0.56,0.56,0.0,28.2
14.265,-2.5294,14.304,12.106,0.1814,75.95,75.6,0.581,0.581,0.0,29.19
14.311,-2.538,17.375,14.061,0.1387,76.0,75.6,0.576,0.576,0.0,25.11
14.364,-2.565,13.352,14.051,-0.2061,76.27,75.6,0.547,0.547,0.0,27.87
14.416,-2.5789,16.237,14.26,0.0301,76.5,75.6,0.522,0.522,0.0,29.36
14.464,-2.5914,18.235,15.442,0.1432,76.52,75.6,0.52,0.52,0.0,27.7
14.513,-2.6221,14.678,15.274,-0.1472,76.34,75.6,0.54,0.54,0.0,26.81
14.564,-2.6398,16.939,15.614,0.0649,76.11,75.6,0.565,0.565,0.0,27.63
14.613,-2.6543,19.647,17.118,0.1745,75.92,75.6,0.585,0.585,0.0,26.24
14.665,-2.6895,15.474,16.969,-0.1784,76.01,75.6,0.575,0.575,0.0,26.92
14.716,-2.7079,18.98,17.231,0.0521,76.3,75.6,0.544,0.544,0.0,27.67
14.767,-2.7256,20.939,18.48,0.147,76.53,75.6,0.519,0.519,0.0,28.73
14.818,-2.7628,16.566,18.071,-0.188,76.53,75.6,0.52,0.52,0.0,29.68
14.869,-2.7848,18.818,17.986,0.031,76.32,75.6,0.542,0.542,0.0,29.92
14.915,-2.8023,20.965,19.041,0.1561,76.08,75.6,0.568,0.568,0.0,25.34
14.969,-2.8364,16.541,18.521,-0.183,75.93,75.6,0.584,0.584,0.0,28.42
15.017,-2.8529,18.563,18.18,0.0068,76.01,75.6,0.574,0.574,0.0,26.33
