t_s,car_x,car_z,e_y_m,e_psi_rad,theta_ref0_deg,theta_real_deg,theta_dot_kf_degs,theta_dot_raw_degs,error_deg,tau_Nm,speed_kmh,kappa_avg,loop_dt_ms
83.966,-122.226,-500.541,-0.7773,-0.08623,33.169,25.501,23.556,0.0,7.667,0.372,40.32,0.03482,18.53
84.019,-122.027,-501.113,-0.8257,-0.0733,26.294,26.301,70.95,0.0,-0.007,-0.2598,40.42,0.03482,22.04
84.065,-121.854,-501.589,-0.8594,-0.05903,18.295,23.35,15.994,0.0,-5.055,-0.4958,40.52,0.03482,17.14
84.12,-121.651,-502.127,-0.8674,-0.08644,31.071,24.748,-59.019,0.0,6.322,0.5042,40.62,0.030179,22.01
84.169,-121.428,-502.695,-0.9163,-0.07377,24.384,25.269,27.961,0.0,-0.885,-0.0737,40.73,0.030179,20.94
84.217,-121.21,-503.229,-0.9547,-0.06006,16.848,22.403,10.413,0.0,-5.555,-0.4547,40.84,0.030179,18.84
84.27,-120.997,-503.731,-0.9663,-0.09225,32.71,24.159,-57.316,0.0,8.551,0.5453,40.93,0.024404,21.21
84.32,-120.764,-504.263,-1.0166,-0.08092,26.91,25.717,35.126,0.0,1.193,0.0336,41.02,0.024404,20.21
84.368,-120.524,-504.793,-1.0594,-0.06712,19.478,23.694,31.157,0.0,-4.215,-0.4457,41.11,0.024404,18.53
84.426,-120.275,-505.321,-1.0827,-0.10358,39.245,26.146,-40.47,0.0,13.099,0.5543,41.2,0.015762,25.91
84.472,-120.02,-505.846,-1.1392,-0.09031,32.453,28.952,49.05,0.0,3.501,0.1349,41.29,0.015762,21.59
84.52,-119.772,-506.339,-1.1487,-0.12882,54.094,37.251,56.117,0.0,16.843,0.8649,41.37,0.009586,19.48
84.571,-119.499,-506.858,-1.2193,-0.11194,45.599,42.507,165.976,0.0,3.091,-0.1351,41.42,0.009586,20.45
84.623,-119.216,-507.372,-1.2784,-0.09046,34.183,39.724,105.131,0.0,-5.541,-0.9391,41.45,0.009586,21.54
84.672,-118.94,-507.851,-1.2903,-0.12584,50.699,38.072,-55.67,0.0,12.626,0.0609,41.46,0.001759,20.17
84.721,-118.635,-508.353,-1.3584,-0.10518,39.999,38.26,-33.031,0.0,1.739,0.1991,41.49,0.001759,19.68
84.773,-118.339,-508.821,-1.4115,-0.08585,29.72,35.312,3.751,0.0,-5.593,-0.4312,41.52,0.001759,20.84
84.823,-118.033,-509.283,-1.4272,-0.12373,48.111,37.176,-58.95,0.0,10.935,0.5688,41.56,-0.009284,20.77
84.874,-117.659,-509.825,-1.5026,-0.10448,38.411,38.151,37.263,0.0,0.26,-0.0589,41.59,-0.009284,21.79
84.927,-117.335,-510.275,-1.5549,-0.0842,27.604,34.472,19.504,0.0,-6.868,-0.6157,41.6,-0.009284,25.09
84.98,-117.002,-510.718,-1.5754,-0.12963,53.3,34.465,-73.571,0.0,18.834,0.3843,41.61,-0.024608,27.48
85.025,-116.661,-511.156,-1.6426,-0.11107,43.927,37.941,-0.137,0.0,5.986,0.4861,41.61,-0.024608,22.35
85.078,-116.268,-511.641,-1.6529,-0.15947,68.755,47.728,69.521,0.0,21.027,1.0024,41.58,-0.036064,24.64
85.127,-115.911,-512.064,-1.7356,-0.13633,58.799,55.085,195.728,0.0,3.714,0.0024,41.5,-0.036064,22.78
85.174,-115.497,-512.528,-1.8127,-0.11052,45.693,53.458,147.144,0.0,-7.765,-0.9976,41.4,-0.036064,19.51
85.223,-115.119,-512.929,-1.8145,-0.15225,60.668,52.256,-32.533,0.0,8.412,0.0024,41.26,-0.037553,19.38
85.302,-114.732,-513.319,-1.891,-0.12429,46.404,50.163,-24.052,0.0,-3.759,-0.1663,41.15,-0.037553,47.41
85.326,-114.311,-513.72,-1.9567,-0.09672,31.844,43.816,-41.853,0.0,-11.972,-0.6671,41.08,-0.037553,21.42
85.373,-113.853,-514.133,-1.9634,-0.14423,66.237,41.44,-126.942,0.0,24.797,0.3329,41.04,-0.037315,17.74
85.427,-113.438,-514.489,-2.0356,-0.12085,54.224,45.701,-47.519,0.0,8.523,0.8437,41.03,-0.037315,21.25
85.48,-112.988,-514.857,-2.0992,-0.09678,41.495,47.778,85.218,0.0,-6.283,-0.1563,41.03,-0.037315,24.6
85.523,-112.557,-515.193,-2.0911,-0.15557,68.755,54.329,41.532,0.0,14.426,0.6972,41.02,-0.036857,17.14
85.57,-112.089,-515.538,-2.1748,-0.12883,68.755,59.76,131.02,0.0,8.995,0.0724,41.01,-0.036857,13.75
85.63,-111.585,-515.889,-2.2461,-0.10133,54.538,58.231,108.635,0.0,-3.693,-0.7824,40.98,-0.036857,23.2
85.678,-111.156,-516.169,-2.24,-0.14834,68.755,58.642,-30.59,0.0,10.112,0.2176,40.94,-0.036653,20.57
85.722,-110.633,-516.49,-2.3228,-0.1189,68.755,62.147,8.231,0.0,6.608,0.4463,40.91,-0.036653,14.3
85.78,-110.13,-516.778,-2.3834,-0.08812,62.061,62.693,70.096,0.0,-0.632,-0.2908,40.87,-0.036653,22.68
85.826,-109.65,-517.034,-2.3817,-0.12596,68.755,64.281,10.912,0.0,4.474,0.1646,40.83,-0.037647,18.76
85.872,-109.131,-517.29,-2.4458,-0.09393,68.755,65.925,31.758,0.0,2.83,0.0633,40.78,-0.037647,13.37
85.964,-108.48,-517.582,-2.4992,-0.05346,50.137,60.714,32.887,0.0,-10.578,-0.8997,40.73,-0.037647,42.87
86.015,-107.914,-517.811,-2.5006,-0.07326,68.755,57.525,-104.212,0.0,11.23,0.1003,40.69,-0.038265,43.48
86.053,-107.405,-517.998,-2.5318,-0.04122,50.841,55.259,-63.796,0.0,-4.418,0.0177,40.67,-0.038265,31.58
86.094,-106.858,-518.18,-2.5473,-0.01261,34.019,48.264,-45.307,0.0,-14.245,-0.7395,40.68,-0.038265,22.52
86.142,-106.339,-518.336,-2.5276,-0.02976,54.563,44.884,-139.902,0.0,9.679,0.2605,40.68,-0.039604,20.0
86.195,-105.782,-518.487,-2.5376,-0.00358,39.001,43.103,-67.608,0.0,-4.102,0.1053,40.72,-0.039604,22.09
86.244,-105.189,-518.631,-2.5319,0.02183,23.472,36.737,-35.627,0.0,-13.265,-0.7023,40.76,-0.039604,20.99
86.295,-104.657,-518.746,-2.5028,0.00893,38.15,34.095,-127.314,0.0,4.055,0.2977,40.82,-0.040773,22.0
86.345,-104.156,-518.844,-2.4937,0.02891,25.792,31.593,-52.841,0.0,-5.802,-0.0726,40.89,-0.040773,20.93
86.396,-103.551,-518.95,-2.4521,0.02479,36.921,32.87,-50.03,0.0,4.051,0.4402,40.98,-0.041743,22.5
86.45,-103.011,-519.034,-2.4339,0.04416,24.746,30.64,25.531,0.0,-5.894,-0.445,41.05,-0.041743,25.55
86.495,-102.434,-519.112,-2.4035,0.06337,12.407,23.895,-44.594,0.0,-11.488,-0.7084,41.13,-0.041743,20.47
86.546,-101.82,-519.183,-2.351,0.06415,24.369,20.924,-134.909,0.0,3.444,0.2916,41.21,-0.044548,21.5
86.596,-101.239,-519.242,-2.3094,0.07721,15.527,19.374,-59.406,0.0,-3.848,0.0946,41.3,-0.044548,21.19
86.646,-100.655,-519.294,-2.2605,0.08932,7.109,15.394,-30.999,0.0,-8.286,-0.3934,41.4,-0.044548,19.89
86.703,-100.139,-519.334,-2.2104,0.09718,20.211,16.754,-79.601,0.0,3.457,0.6066,41.49,-0.04595,26.72
86.747,-99.552,-519.374,-2.1513,0.10564,13.825,17.936,27.186,0.0,-4.111,0.0227,41.58,-0.04595,21.1
86.796,-98.963,-519.409,-2.0863,0.11604,6.176,15.493,23.64,0.0,-9.317,-0.4648,41.67,-0.04595,19.81
86.846,-98.373,-519.438,-2.0178,0.14004,4.586,11.501,-48.852,0.0,-6.915,-0.3016,41.76,-0.047269,19.0
86.891,-97.781,-519.461,-1.9329,0.14746,-1.624,6.972,-79.837,0.0,-8.596,-0.2144,41.86,-0.047269,14.15
86.949,-97.187,-519.481,-1.8623,0.18926,-25.876,-3.991,-90.592,0.0,-21.885,-1.0564,41.96,-0.041505,21.64
86.996,-96.628,-519.498,-1.7562,0.19076,-28.922,-13.692,-219.26,0.0,-15.23,-0.2064,42.06,-0.041505,18.56
87.042,-96.031,-519.517,-1.6443,0.18535,-28.049,-18.812,-194.004,0.0,-9.238,0.3009,42.14,-0.041505,13.48
87.102,-95.434,-519.541,-1.5476,0.23032,-56.363,-27.659,-102.404,0.0,-28.704,-0.6991,42.22,-0.036119,23.71
87.147,-94.836,-519.571,-1.4139,0.21868,-52.326,-36.736,-176.943,0.0,-15.59,-0.3409,42.29,-0.036119,18.53
87.196,-94.238,-519.609,-1.3141,0.25923,-68.755,-47.658,-181.539,0.0,-21.097,-0.5745,42.34,-0.032539,16.93
87.248,-93.675,-519.656,-1.1749,0.23798,-68.755,-55.069,-218.444,0.0,-13.685,0.1089,42.34,-0.032539,17.83
87.299,-93.079,-519.719,-1.0403,0.21315,-57.54,-55.855,-148.229,0.0,-1.685,0.6664,42.19,-0.032539,18.48
87.347,-92.489,-519.796,-0.9325,0.24328,-68.755,-58.833,-15.714,0.0,-9.921,-0.3336,41.97,-0.033947,16.62
87.401,-91.869,-519.896,-0.7895,0.21542,-64.917,-61.088,-59.567,0.0,-3.828,-0.003,41.76,-0.033947,19.88
87.45,-91.323,-519.999,-0.7065,0.24303,-68.755,-63.604,-45.1,0.0,-5.15,-0.1152,41.55,-0.032959,18.84
87.502,-90.75,-520.125,-0.5743,0.21253,-67.26,-64.891,-50.319,0.0,-2.369,0.0838,41.32,-0.032959,20.68
87.549,-90.218,-520.259,-0.467,0.18125,-51.654,-60.438,-25.734,0.0,8.784,0.7566,41.07,-0.032959,17.54
87.602,-89.693,-520.408,-0.3961,0.20584,-67.233,-58.841,89.071,0.0,-8.392,-0.2434,40.83,-0.030263,20.69
87.661,-89.111,-520.593,-0.2794,0.17674,-52.967,-57.106,31.936,0.0,4.139,0.075,40.63,-0.030263,28.67
87.706,-88.57,-520.784,-0.2274,0.20322,-68.456,-60.479,34.694,0.0,-7.976,-0.6527,40.41,-0.02942,23.38
87.753,-88.038,-520.991,-0.1213,0.17218,-52.765,-60.522,-67.465,0.0,7.756,0.3473,40.2,-0.02942,20.52
87.806,-87.546,-521.2,-0.0382,0.13986,-35.562,-51.886,-0.845,0.0,16.325,1.2101,39.99,-0.02942,22.7
87.856,-87.063,-521.422,-0.0071,0.16769,-51.906,-43.905,172.704,0.0,-8.001,0.2101,39.78,-0.02677,22.36
87.904,-86.529,-521.687,0.0851,0.14207,-38.808,-41.691,159.627,0.0,2.882,-0.5266,39.61,-0.02677,20.76
87.953,-86.064,-521.933,0.1534,0.11795,-25.93,-37.144,44.289,0.0,11.214,0.403,39.45,-0.02677,18.72
88.007,-85.577,-522.205,0.1859,0.15416,-47.777,-38.01,90.938,0.0,-9.768,-0.597,39.29,-0.027116,22.77
88.056,-85.098,-522.486,0.2655,0.13217,-36.464,-38.195,-17.315,0.0,1.731,0.0648,39.15,-0.027116,21.18
88.111,-84.654,-522.761,0.3289,0.11008,-24.408,-33.541,-3.707,0.0,9.133,0.6692,39.13,-0.027116,25.48
88.163,-84.189,-523.063,0.3617,0.14939,-45.63,-32.42,93.073,0.0,-13.21,-0.3308,39.19,-0.024481,27.84
88.205,-83.729,-523.375,0.4396,0.13037,-35.666,-33.795,22.418,0.0,-1.871,-0.3094,39.29,-0.024481,19.61
88.265,-83.301,-523.678,0.5034,0.11107,-25.192,-31.397,-27.503,0.0,6.205,0.4789,39.38,-0.024481,29.23
88.312,-82.851,-524.009,0.543,0.1551,-50.905,-33.33,47.971,0.0,-17.575,-0.5211,39.48,-0.024529,26.13
88.359,-82.38,-524.369,0.6301,0.13848,-42.652,-36.852,-38.663,0.0,-5.801,-0.2893,39.58,-0.024529,22.54
88.412,-81.966,-524.698,0.649,0.18753,-68.755,-47.476,-70.433,0.0,-21.279,-1.1147,39.66,-0.023721,25.11
88.459,-81.558,-525.035,0.7431,0.1663,-59.903,-56.266,-212.491,0.0,-3.637,-0.1147,39.74,-0.023721,22.01
88.512,-81.132,-525.403,0.8304,0.14116,-46.752,-56.518,-175.795,0.0,9.766,0.8853,39.77,-0.023721,24.3
88.555,-80.692,-525.805,0.862,0.18305,-68.755,-57.528,-5.034,0.0,-11.227,-0.1147,39.79,-0.023028,16.85
88.603,-80.31,-526.175,0.9511,0.1542,-64.282,-59.797,-20.203,0.0,-4.485,-0.2111,39.81,-0.023028,14.81
88.661,-79.893,-526.602,1.0343,0.12525,-48.868,-56.452,-45.388,0.0,7.584,0.7047,39.79,-0.023028,22.82
88.706,-79.535,-526.992,1.0513,0.16797,-68.755,-56.058,66.903,0.0,-12.697,-0.2953,39.64,-0.021124,17.42
88.752,-79.189,-527.389,1.1331,0.1418,-68.44,-60.279,7.882,0.0,-8.161,-0.6307,39.46,-0.021124,13.53
88.809,-78.813,-527.845,1.2083,0.11321,-53.333,-60.8,-84.426,0.0,7.467,0.3693,39.26,-0.021124,20.08
88.854,-78.494,-528.258,1.2249,0.1456,-68.755,-62.894,-10.417,0.0,-5.861,-0.2378,39.05,-0.019958,14.86
88.908,-78.169,-528.703,1.297,0.11457,-61.606,-62.723,-41.872,0.0,1.116,0.2431,38.83,-0.019958,18.34
88.965,-77.878,-529.13,1.3488,0.08271,-43.696,-56.122,3.416,0.0,12.426,0.9038,38.61,-0.019958,24.35
89.01,-77.568,-529.617,1.3599,0.10865,-58.689,-51.859,132.027,0.0,-6.83,-0.0962,38.4,-0.01763,19.36
89.062,-77.307,-530.055,1.408,0.08065,-42.922,-48.861,85.245,0.0,5.939,-0.0278,38.2,-0.01763,20.83
89.114,-77.058,-530.498,1.4428,0.0535,-27.117,-41.688,59.958,0.0,14.57,0.6877,38.02,-0.01763,22.4
89.162,-76.793,-531.002,1.4413,0.07727,-43.57,-38.545,143.471,0.0,-5.026,-0.3123,37.85,-0.016594,20.52
89.211,-76.569,-531.453,1.4752,0.05523,-30.817,-36.306,62.866,0.0,5.488,-0.0166,37.7,-0.016594,18.64
89.264,-76.329,-531.964,1.5011,0.03529,-19.054,-30.636,44.779,0.0,11.582,0.5572,37.57,-0.016594,21.55
89.313,-76.125,-532.42,1.4847,0.06823,-43.141,-29.554,113.4,0.0,-13.587,-0.4428,37.44,-0.014161,20.08
89.366,-75.93,-532.879,1.5152,0.05213,-33.915,-31.42,21.627,0.0,-2.495,-0.3738,37.32,-0.014161,23.33
89.419,-75.719,-533.396,1.5401,0.03611,-24.526,-29.652,-37.318,0.0,5.126,0.4423,37.21,-0.014161,25.81
89.466,-75.53,-533.887,1.5257,0.0684,-46.049,-32.32,35.365,0.0,-13.729,-0.5577,37.09,-0.013991,22.27
89.513,-75.359,-534.351,1.5555,0.05214,-36.638,-34.474,-53.363,0.0,-2.164,-0.0214,36.99,-0.013991,19.86
89.565,-75.197,-534.816,1.5774,0.03449,-26.048,-31.796,-43.082,0.0,5.748,0.5996,36.89,-0.013991,20.84
89.615,-75.023,-535.341,1.5621,0.06484,-48.266,-32.655,53.569,0.0,-15.612,-0.4004,36.95,-0.013709,20.78
89.665,-74.868,-535.842,1.5918,0.0493,-38.819,-35.09,-17.182,0.0,-3.728,-0.2501,37.08,-0.013709,20.52
89.715,-74.719,-536.348,1.6132,0.03231,-28.18,-33.158,-48.714,0.0,4.977,0.5249,37.24,-0.013709,20.46
89.77,-74.587,-536.827,1.5939,0.05966,-44.365,-35.111,38.655,0.0,-9.255,-0.4751,37.4,-0.011378,24.9
89.818,-74.462,-537.311,1.6201,0.04386,-34.657,-35.595,-39.058,0.0,0.939,0.1368,37.57,-0.011378,22.27
89.869,-74.337,-537.83,1.6388,0.02545,-23.111,-31.352,-9.694,0.0,8.241,0.6433,37.75,-0.011378,23.33
89.917,-74.222,-538.354,1.6175,0.04952,-40.694,-30.724,84.87,0.0,-9.97,-0.3567,37.95,-0.009492,20.82
89.967,-74.12,-538.851,1.6393,0.03458,-31.432,-31.326,12.554,0.0,-0.106,-0.1497,38.15,-0.009492,20.65
90.018,-74.019,-539.383,1.6547,0.01946,-21.943,-28.438,-12.032,0.0,6.495,0.4662,38.36,-0.009492,21.51
90.07,-73.925,-539.92,1.6314,0.04557,-37.282,-30.096,57.748,0.0,-7.186,-0.5338,38.58,-0.00591,22.68
90.12,-73.84,-540.461,1.6526,0.03062,-28.123,-30.157,-33.156,0.0,2.034,0.1652,38.77,-0.00591,22.16
90.169,-73.763,-541.007,1.6653,0.01481,-18.27,-26.052,-1.21,0.0,7.782,0.5794,38.96,-0.00591,20.82
90.217,-73.69,-541.588,1.6445,0.03809,-32.896,-25.986,82.09,0.0,-6.91,-0.4206,39.16,-0.003618,18.82
90.268,-73.635,-542.076,1.6603,0.02546,-25.126,-26.196,1.326,0.0,1.069,-0.0362,39.36,-0.003618,19.44
90.321,-73.579,-542.632,1.6713,0.01199,-16.811,-23.129,-4.196,0.0,6.318,0.4501,39.53,-0.003618,22.33
90.369,-73.528,-543.224,1.6519,0.03649,-31.969,-24.768,61.326,0.0,-7.201,-0.5499,39.72,-0.002225,19.68
90.418,-73.487,-543.787,1.669,0.02468,-24.849,-25.511,-32.772,0.0,0.662,0.0678,39.9,-0.002225,18.7
90.468,-73.457,-544.286,1.6783,0.01149,-16.742,-22.559,-14.867,0.0,5.817,0.49,40.07,-0.002225,18.55
90.52,-73.427,-544.888,1.6617,0.03649,-33.687,-23.998,59.039,0.0,-9.689,-0.51,40.23,-0.001405,20.11
90.573,-73.407,-545.459,1.6791,0.02475,-26.688,-25.484,-28.771,0.0,-1.203,-0.0569,40.4,-0.001405,22.11
90.623,-73.394,-545.998,1.689,0.01148,-18.631,-23.296,-29.727,0.0,4.665,0.4611,40.56,-0.001405,22.58
90.672,-73.387,-546.574,1.6763,0.03309,-32.635,-25.514,43.76,0.0,-7.121,-0.5389,40.7,-0.000271,21.09
90.723,-73.388,-547.152,1.692,0.01986,-24.818,-26.021,-44.365,0.0,1.203,0.1616,40.83,-0.000271,21.95
90.771,-73.397,-547.697,1.6995,0.00688,-17.026,-22.878,-10.134,0.0,5.851,0.492,40.93,-0.000271,19.67
90.823,-73.413,-548.277,1.6885,0.02674,-31.421,-24.158,62.873,0.0,-7.263,-0.508,41.06,-0.000283,20.88
90.873,-73.437,-548.859,1.701,0.01486,-24.42,-24.852,-25.611,0.0,0.432,0.0372,41.16,-0.000283,19.88
90.92,-73.47,-549.476,1.6848,0.03162,-35.236,-28.137,-13.883,0.0,-7.099,-0.3859,41.25,7.6e-05,17.14
90.975,-73.504,-549.991,1.6979,0.01909,-28.015,-28.668,-65.691,0.0,0.652,0.2698,41.27,7.6e-05,21.8
91.024,-73.551,-550.574,1.7047,0.00404,-19.095,-25.205,-10.618,0.0,6.111,0.539,41.31,7.6e-05,20.95
91.076,-73.609,-551.192,1.6878,0.01779,-29.827,-25.837,69.247,0.0,-3.99,-0.4508,41.41,-0.000812,22.07
91.124,-73.664,-551.707,1.6947,0.00795,-24.021,-25.841,-12.632,0.0,1.821,0.0655,41.47,-0.000812,20.01
91.175,-73.733,-552.29,1.6952,-0.00839,-14.263,-22.0,-0.091,0.0,7.737,0.5369,41.48,-0.000812,19.93
91.224,-73.811,-552.874,1.6762,0.00468,-21.769,-21.045,76.831,0.0,-0.724,-0.269,41.56,-0.001012,19.39
91.272,-73.901,-553.491,1.6759,-0.00504,-15.862,-19.647,19.098,0.0,3.785,0.0952,41.65,-0.001012,17.12
91.329,-73.993,-554.074,1.6688,-0.01699,-8.509,-15.838,27.956,0.0,7.328,0.3856,41.72,-0.001012,23.29
91.377,-74.079,-554.589,1.6516,-0.00616,-14.858,-15.104,76.194,0.0,0.246,-0.2965,41.79,-0.001054,20.89
91.428,-74.183,-555.172,1.6451,-0.01632,-8.575,-13.576,14.679,0.0,5.001,0.1364,41.89,-0.001054,21.7
91.48,-74.294,-555.756,1.6195,-0.00527,-17.394,-14.692,30.547,0.0,-2.703,-0.3157,41.97,-0.001485,23.69
91.529,-74.41,-556.34,1.6139,-0.01413,-11.939,-14.364,-22.309,0.0,2.425,0.1626,42.05,-0.001485,22.28
91.574,-74.532,-556.923,1.6029,-0.02311,-6.316,-11.656,6.555,0.0,5.34,0.3437,42.12,-0.001485,16.99
91.624,-74.658,-557.507,1.5787,-0.00991,-15.868,-12.814,54.154,0.0,-3.054,-0.4452,42.2,-0.002417,16.42
91.679,-74.79,-558.091,1.5708,-0.01693,-11.467,-13.335,-23.151,0.0,1.868,0.0485,42.29,-0.002417,21.03
91.727,-74.918,-558.641,1.5588,-0.02515,-6.275,-11.343,-10.42,0.0,5.069,0.3327,42.4,-0.002417,18.8
91.779,-75.05,-559.191,1.5385,-0.01472,-16.339,-12.664,39.834,0.0,-3.675,-0.3931,42.49,-0.002326,20.38
91.831,-75.195,-559.777,1.5282,-0.0209,-12.385,-13.342,-26.425,0.0,0.956,0.0438,42.61,-0.002326,21.13
91.878,-75.353,-560.397,1.5053,-0.01408,-18.652,-15.138,-13.545,0.0,-3.514,-0.1799,42.72,-0.002371,18.67
91.928,-75.508,-560.983,1.4945,-0.0218,-13.806,-15.121,-35.927,0.0,1.315,0.1905,42.83,-0.002371,18.3
91.98,-75.667,-561.569,1.4784,-0.0305,-8.286,-12.789,0.341,0.0,4.503,0.3238,42.96,-0.002371,19.61
92.032,-75.833,-562.156,1.455,-0.02922,-10.196,-11.506,46.631,0.0,1.31,-0.0649,43.07,-0.002155,21.2
92.077,-76.002,-562.744,1.435,-0.03582,-5.849,-9.783,25.676,0.0,3.934,0.1061,43.21,-0.002155,16.58
92.127,-76.156,-563.263,1.4103,-0.03612,-6.109,-8.526,34.452,0.0,2.416,-0.0049,43.33,-0.00155,16.1
92.177,-76.334,-563.851,1.3865,-0.04148,-2.435,-6.653,25.142,0.0,4.218,0.1299,43.47,-0.00155,15.69
92.225,-76.504,-564.406,1.3613,-0.04584,0.672,-4.188,37.462,0.0,4.86,0.148,43.62,-0.00155,13.24
92.277,-76.688,-564.997,1.3308,-0.04526,-0.384,-2.678,49.303,0.0,2.294,-0.0474,43.76,-0.000969,14.82
92.331,-76.874,-565.59,1.3022,-0.04706,1.286,-1.406,30.184,0.0,2.692,0.0196,43.9,-0.000969,18.59
92.38,-77.061,-566.184,1.2711,-0.04626,1.523,-0.459,25.45,0.0,1.982,-0.0011,44.05,-0.00097,17.04
92.428,-77.25,-566.78,1.2419,-0.04702,2.597,0.491,18.931,0.0,2.106,0.0336,44.2,-0.00097,14.82
92.475,-77.439,-567.378,1.2123,-0.04709,3.274,1.399,19.012,0.0,1.875,0.0272,44.34,-0.00097,11.49
92.529,-77.618,-567.943,1.1845,-0.04576,2.663,1.963,18.15,0.0,0.7,-0.0163,44.49,-0.000368,15.64
92.578,-77.808,-568.545,1.1559,-0.04472,2.679,2.282,11.276,0.0,0.397,-0.0145,44.63,-0.000368,13.6
92.63,-77.998,-569.149,1.1276,-0.04353,3.701,2.75,6.385,0.0,0.951,0.032,44.77,-0.000121,15.71
92.676,-78.188,-569.755,1.1002,-0.0425,3.697,3.133,9.374,0.0,0.564,0.0043,44.93,-0.000121,11.82
92.725,-78.378,-570.364,1.0736,-0.04072,3.248,3.208,7.644,0.0,0.04,-0.0295,45.07,-0.000121,10.4
92.779,-78.556,-570.939,1.0497,-0.03904,3.052,3.116,1.504,0.0,-0.064,-0.0207,45.21,2.8e-05,14.06
92.829,-78.745,-571.552,1.0252,-0.03741,2.644,2.929,-1.834,0.0,-0.285,-0.0166,45.35,2.8e-05,13.38
92.881,-78.933,-572.167,1.001,-0.03415,1.361,2.421,-3.751,0.0,-1.06,-0.0512,45.49,0.000509,15.47
92.928,-79.121,-572.785,0.9795,-0.03252,0.906,1.877,-10.147,0.0,-0.971,-0.0229,45.64,0.000509,11.82
92.978,-79.309,-573.405,0.9588,-0.03145,0.742,1.492,-10.889,0.0,-0.749,0.0033,45.79,0.000509,11.26
93.032,-79.497,-574.027,0.9385,-0.02895,0.308,1.212,-7.698,0.0,-0.904,0.0013,45.94,0.00049,15.15
93.079,-79.684,-574.651,0.92,-0.0279,0.12,0.965,-5.587,0.0,-0.844,-0.0054,46.1,0.00049,12.01
93.132,-79.861,-575.241,0.9024,-0.02535,0.226,0.702,-4.958,0.0,-0.476,-0.0107,46.25,0.000813,14.57
93.178,-80.048,-575.87,0.8864,-0.02321,-0.616,0.246,-5.255,0.0,-0.862,-0.0362,46.39,0.000813,10.92
93.233,-80.235,-576.502,0.8702,-0.019,-2.723,-0.759,-9.126,0.0,-1.964,-0.0925,46.5,0.000851,15.35
93.281,-80.399,-577.061,0.8593,-0.01887,-2.541,-1.47,-20.091,0.0,-1.071,0.0059,46.64,0.000851,13.28
93.337,-80.586,-577.696,0.8468,-0.01979,-1.757,-1.561,-14.229,0.0,-0.197,0.0619,46.8,0.000851,18.89
93.381,-80.774,-578.332,0.8331,-0.01555,-3.742,-2.189,-1.806,0.0,-1.552,-0.0783,46.92,0.00096,12.49
93.43,-80.961,-578.97,0.8231,-0.01454,-4.089,-2.928,-12.571,0.0,-1.161,-0.0373,47.0,0.00096,11.75
93.484,-81.138,-579.572,0.8119,-0.012,-5.517,-3.879,-14.778,0.0,-1.638,-0.0554,47.07,0.000977,15.71
93.535,-81.328,-580.213,0.8033,-0.01449,-3.964,-4.053,-19.019,0.0,0.089,0.0753,47.17,0.000977,15.34
93.587,-81.519,-580.854,0.7907,-0.01291,-5.298,-4.419,-3.473,0.0,-0.878,-0.033,47.33,0.001498,16.91
93.634,-81.712,-581.497,0.7817,-0.01534,-3.764,-4.322,-7.328,0.0,0.558,0.0519,47.48,0.001498,13.61
93.686,-81.907,-582.141,0.7707,-0.01708,-2.589,-3.752,1.943,0.0,1.163,0.0694,47.59,0.001498,15.31
93.736,-82.116,-582.824,0.7572,-0.0154,-3.961,-3.69,11.398,0.0,-0.271,-0.051,47.66,0.001368,15.09
93.789,-82.314,-583.472,0.7461,-0.01712,-2.796,-3.446,1.249,0.0,0.65,0.0275,47.79,0.001368,17.82
93.832,-82.503,-584.082,0.7337,-0.01687,-2.674,-3.211,4.875,0.0,0.537,0.0073,47.93,0.001442,10.65
93.885,-82.705,-584.732,0.7219,-0.01844,-1.575,-2.724,4.698,0.0,1.149,0.0434,48.1,0.001442,13.17
93.936,-82.908,-585.383,0.7083,-0.01808,-2.241,-2.518,9.742,0.0,0.278,-0.0223,48.24,0.001291,14.41
93.986,-83.101,-585.996,0.6962,-0.01898,-1.524,-2.243,4.109,0.0,0.72,0.0169,48.35,0.001291,14.03
94.038,-83.306,-586.65,0.6816,-0.01869,-1.721,-2.046,5.5,0.0,0.326,-0.0013,48.39,0.001739,15.54
94.088,-83.514,-587.305,0.6682,-0.02019,-0.658,-1.596,3.943,0.0,0.938,0.0422,48.5,0.001739,15.25
94.136,-83.71,-587.923,0.6547,-0.02182,0.474,-0.862,9.007,0.0,1.336,0.0554,48.64,0.001739,13.46
94.186,-83.92,-588.581,0.6393,-0.02208,0.718,-0.311,14.684,0.0,1.029,0.0001,48.79,0.002058,12.88
94.235,-84.131,-589.24,0.6238,-0.02251,1.235,0.15,11.024,0.0,1.085,0.0066,48.94,0.002058,11.45
94.285,-84.33,-589.861,0.6087,-0.0227,1.017,0.461,9.215,0.0,0.556,-0.0048,49.05,0.001996,11.66
94.334,-84.543,-590.524,0.5927,-0.0229,1.409,0.778,6.217,0.0,0.631,0.0117,49.16,0.001996,10.73
94.384,-84.743,-591.149,0.5778,-0.023,1.756,1.08,6.335,0.0,0.677,0.009,49.31,0.002222,10.18
94.434,-84.97,-591.855,0.5608,-0.02321,2.173,1.415,6.035,0.0,0.759,0.0152,49.46,0.002222,10.1
94.487,-85.184,-592.523,0.5451,-0.02374,2.332,1.735,6.707,0.0,0.596,0.0096,49.63,0.001937,12.98
