t_s,car_x,car_z,e_y_m,e_psi_rad,theta_ref0_deg,theta_real_deg,theta_dot_kf_degs,theta_dot_raw_degs,error_deg,tau_Nm,speed_kmh,kappa_avg,loop_dt_ms
6.021,41.343,683.417,0.803,-0.03231,1.209,1.177,1.669,0.0,0.032,-0.0023,39.83,1.4e-05,16.88
6.066,41.313,683.917,0.7869,-0.03183,1.405,1.241,0.923,0.0,0.164,0.0041,40.26,1.4e-05,11.54
6.117,41.278,684.489,0.7688,-0.03143,1.685,1.383,1.282,0.0,0.301,0.0132,40.7,1.4e-05,12.57
6.172,41.243,685.068,0.7507,-0.03101,2.044,1.629,2.849,0.0,0.415,0.0194,41.15,5.3e-05,17.19
6.217,41.207,685.653,0.7327,-0.03034,2.146,1.858,4.915,0.0,0.288,0.0062,41.63,5.3e-05,11.75
6.271,41.17,686.245,0.7151,-0.02971,2.461,2.004,4.572,0.0,0.457,-0.0035,42.06,-7.2e-05,14.94
6.319,41.129,686.878,0.6965,-0.02879,2.382,2.062,2.922,0.0,0.32,-0.0072,42.42,-7.2e-05,12.76
6.369,41.095,687.409,0.6814,-0.02788,2.218,2.04,1.163,0.0,0.177,-0.0091,42.69,-7.2e-05,11.99
6.423,41.056,688.014,0.6648,-0.02725,1.692,1.963,-0.437,0.0,-0.272,-0.0085,42.88,-2.2e-05,16.77
6.471,41.016,688.621,0.6485,-0.02626,1.487,1.845,-1.538,0.0,-0.358,-0.0085,43.05,-2.2e-05,14.07
6.522,40.975,689.231,0.6327,-0.0251,1.577,1.676,-2.368,0.0,-0.099,-0.0111,43.21,0.00023,15.21
6.567,40.933,689.843,0.6176,-0.02414,1.355,1.486,-3.369,0.0,-0.131,-0.009,43.36,0.00023,10.09
6.618,40.893,690.421,0.6038,-0.02348,1.288,1.338,-3.811,0.0,-0.05,-0.0007,43.53,0.00023,10.58
6.674,40.85,691.038,0.5898,-0.02357,1.017,1.259,-2.957,0.0,-0.242,0.0045,43.72,0.000105,16.13
6.718,40.807,691.657,0.5753,-0.02289,0.948,1.193,-1.576,0.0,-0.245,-0.001,43.91,0.000105,10.14
6.767,40.763,692.279,0.5613,-0.02217,0.846,1.108,-1.328,0.0,-0.262,-0.0049,44.1,0.000105,8.55
6.82,40.724,692.83,0.5492,-0.02159,1.089,1.078,-1.695,0.0,0.011,0.0047,44.28,0.000152,10.83
6.867,40.678,693.457,0.5358,-0.02097,1.029,1.053,-0.593,0.0,-0.025,-0.0004,44.46,0.000152,8.39
6.923,40.63,694.123,0.5224,-0.02137,1.414,1.171,-0.504,0.0,0.243,0.0191,44.62,0.000405,13.28
6.968,40.584,694.754,0.509,-0.02089,1.423,1.284,2.364,0.0,0.139,0.0034,44.76,0.000405,8.88
7.019,40.537,695.388,0.4959,-0.02032,1.372,1.324,2.26,0.0,0.049,-0.0063,44.88,0.000405,9.58
7.074,40.49,696.023,0.4833,-0.02005,1.524,1.371,0.786,0.0,0.153,0.0024,45.01,0.000293,14.3
7.12,40.442,696.66,0.4707,-0.01943,1.431,1.384,0.94,0.0,0.048,-0.0031,45.14,0.000293,10.62
7.174,40.4,697.224,0.4602,-0.01938,1.586,1.475,0.259,0.0,0.112,0.0113,45.22,-1.9e-05,13.63
7.221,40.351,697.862,0.448,-0.01875,1.456,1.516,1.817,0.0,-0.06,-0.0038,45.09,-1.9e-05,10.18
7.276,40.302,698.496,0.4363,-0.01803,1.241,1.453,0.823,0.0,-0.211,-0.0131,44.8,-1.9e-05,15.41
7.324,40.253,699.127,0.4252,-0.01784,1.63,1.471,-1.255,0.0,0.158,0.0091,44.5,0.000268,13.43
7.374,40.204,699.753,0.4142,-0.01717,1.436,1.454,0.368,0.0,-0.017,-0.0044,44.23,0.000268,13.26
7.426,40.155,700.375,0.404,-0.01711,1.443,1.468,-0.357,0.0,-0.026,0.0039,43.93,6.1e-05,14.29
7.471,40.105,700.993,0.3937,-0.01638,1.201,1.412,0.293,0.0,-0.211,-0.0094,43.64,6.1e-05,9.64
7.543,40.062,701.535,0.385,-0.01559,0.893,1.255,-1.122,0.0,-0.363,-0.016,43.36,6.1e-05,31.29
7.585,40.009,702.181,0.3752,-0.01502,1.0,1.138,-3.135,0.0,-0.138,0.0,43.05,0.000157,22.01
7.623,39.962,702.751,0.3667,-0.01456,0.877,1.042,-2.346,0.0,-0.164,-0.0012,42.78,0.000157,9.86
7.683,39.913,703.353,0.3583,-0.01447,0.925,1.012,-1.927,0.0,-0.087,0.006,42.5,-3.4e-05,19.91
7.724,39.863,703.951,0.3497,-0.01394,0.76,0.95,-0.589,0.0,-0.191,-0.0056,42.22,-3.4e-05,11.23
7.773,39.817,704.51,0.342,-0.0134,0.575,0.833,-1.24,0.0,-0.258,-0.0099,41.96,-3.4e-05,9.84
7.832,39.764,705.135,0.3337,-0.01305,0.67,0.764,-2.346,0.0,-0.095,0.0027,41.7,-0.000267,17.96
7.876,39.721,705.653,0.327,-0.01273,0.594,0.717,-1.372,0.0,-0.124,0.0006,41.43,-0.000267,11.68
7.928,39.666,706.304,0.3189,-0.01254,0.57,0.663,-0.938,0.0,-0.093,-0.0027,41.16,-0.000122,14.33
7.972,39.619,706.849,0.3121,-0.01228,0.537,0.609,-1.087,0.0,-0.072,-0.0018,40.91,-0.000122,8.09
8.024,39.573,707.391,0.3055,-0.01206,0.52,0.57,-1.078,0.0,-0.05,0.0002,40.64,-0.000122,9.98
8.08,39.525,707.962,0.2985,-0.01178,0.167,0.439,-0.781,0.0,-0.272,-0.0143,40.38,-0.000285,15.38
8.123,39.479,708.497,0.2923,-0.01162,0.182,0.334,-2.628,0.0,-0.152,-0.0008,40.13,-0.000285,8.41
8.176,39.431,709.062,0.2857,-0.01148,0.219,0.293,-2.092,0.0,-0.074,0.0052,39.87,-0.000285,10.65
8.231,39.38,709.655,0.2789,-0.01129,0.389,0.335,-0.822,0.0,0.054,0.0102,39.62,-0.000124,15.28
8.276,39.332,710.213,0.2726,-0.01127,0.497,0.403,0.841,0.0,0.094,0.0051,39.37,-0.000124,10.02
8.326,39.287,710.734,0.2667,-0.01122,0.581,0.472,1.368,0.0,0.109,0.0024,39.12,-0.000124,9.66
8.382,39.24,711.284,0.2606,-0.01125,0.66,0.535,1.376,0.0,0.125,0.0016,38.86,-8e-05,14.86
8.43,39.195,711.798,0.2549,-0.01092,0.566,0.546,1.264,0.0,0.021,-0.0052,38.61,-8e-05,13.18
8.478,39.148,712.342,0.2491,-0.01088,0.341,0.471,0.204,0.0,-0.129,-0.0115,38.38,-0.000264,9.94
8.527,39.101,712.881,0.2432,-0.0108,0.415,0.432,-1.5,0.0,-0.017,0.0024,38.14,-0.000264,8.72
8.578,39.058,713.386,0.2378,-0.01073,0.482,0.447,-0.774,0.0,0.035,0.0062,37.89,-0.000264,9.21
8.632,39.006,713.982,0.2316,-0.01074,0.757,0.561,0.3,0.0,0.196,0.0143,37.65,-0.000621,12.33
8.683,38.965,714.449,0.2266,-0.01045,0.679,0.627,2.279,0.0,0.052,-0.0027,37.41,-0.000621,12.79
8.732,38.919,714.976,0.2211,-0.01017,0.616,0.625,1.321,0.0,-0.009,-0.0071,37.17,-0.000621,11.11
8.784,38.873,715.499,0.2163,-0.0105,1.321,0.834,-0.029,0.0,0.486,0.0293,36.94,-0.000341,13.09
8.832,38.824,716.049,0.2106,-0.01003,1.142,0.974,4.179,0.0,0.168,-0.0024,36.71,-0.000341,10.55
8.883,38.779,716.565,0.2055,-0.00957,0.951,0.962,2.794,0.0,-0.011,-0.0163,36.48,-0.000341,11.86
8.932,38.733,717.077,0.201,-0.0096,0.716,0.863,-0.237,0.0,-0.147,-0.0126,36.25,-6.6e-05,9.96
8.984,38.69,717.557,0.1965,-0.00926,0.592,0.758,-1.981,0.0,-0.167,-0.0042,36.02,-6.6e-05,12.14
9.033,38.644,718.064,0.1918,-0.00901,0.535,0.68,-2.094,0.0,-0.145,0.0,35.8,-6.6e-05,10.19
9.083,38.602,718.537,0.1876,-0.00864,0.642,0.662,-1.569,0.0,-0.02,0.0057,35.58,-9.6e-05,10.5
9.135,38.557,719.038,0.1833,-0.00845,0.614,0.649,-0.367,0.0,-0.035,0.0002,35.35,-9.6e-05,11.69
9.183,38.512,719.535,0.1791,-0.00832,0.619,0.635,-0.25,0.0,-0.016,-0.0007,35.14,-9.6e-05,9.54
9.232,38.469,720.0,0.1753,-0.0082,0.631,0.628,-0.287,0.0,0.004,0.0005,34.93,-9.6e-05,8.61
9.288,38.425,720.491,0.1714,-0.00853,0.827,0.691,-0.143,0.0,0.135,0.0097,34.71,0.000107,14.34
9.339,38.38,720.979,0.1672,-0.00827,0.752,0.724,1.276,0.0,0.028,-0.0021,34.49,0.000107,14.34
9.385,38.336,721.464,0.1633,-0.00788,0.582,0.675,0.654,0.0,-0.093,-0.0103,34.27,0.000107,10.43
9.437,38.292,721.946,0.1596,-0.00765,0.743,0.684,-0.982,0.0,0.059,0.0064,34.07,-0.000234,11.88
9.488,38.248,722.425,0.156,-0.00747,0.712,0.705,0.18,0.0,0.007,0.002,33.86,-0.000234,13.06
9.54,38.207,722.872,0.1527,-0.00721,0.61,0.682,0.427,0.0,-0.071,-0.0056,33.65,-0.000234,14.5
9.59,38.163,723.346,0.1494,-0.0072,0.974,0.765,-0.476,0.0,0.21,0.0141,33.46,0.000313,14.54
9.639,38.119,723.816,0.1461,-0.00691,0.852,0.81,1.661,0.0,0.042,-0.0024,33.24,0.000313,13.55
9.69,38.081,724.228,0.1433,-0.00651,0.641,0.75,0.909,0.0,-0.11,-0.0131,33.03,0.000313,13.45
9.748,38.035,724.72,0.1402,-0.00606,0.227,0.565,-1.193,0.0,-0.338,-0.0196,32.83,-0.00012,21.74
9.787,37.992,725.181,0.1374,-0.00582,0.121,0.393,-3.706,0.0,-0.272,-0.0046,32.61,-0.00012,10.18
9.837,37.949,725.64,0.1347,-0.00581,0.178,0.315,-3.443,0.0,-0.137,0.0072,32.43,-0.00012,9.81
9.886,37.906,726.096,0.1321,-0.00589,0.298,0.32,-1.557,0.0,-0.021,0.0088,32.23,-0.00012,8.69
9.938,37.864,726.548,0.1292,-0.00548,0.28,0.316,0.088,0.0,-0.037,-0.0009,32.03,-4.1e-05,10.2
9.986,37.824,726.972,0.1269,-0.00531,0.213,0.281,-0.061,0.0,-0.067,-0.0047,31.84,-4.1e-05,8.04
10.037,37.787,727.367,0.1248,-0.00505,0.08,0.208,-0.717,0.0,-0.127,-0.0064,31.64,-4.1e-05,8.61
10.088,37.74,727.865,0.1222,-0.0049,-0.162,0.076,-1.46,0.0,-0.238,-0.0108,31.46,0.00053,9.71
10.138,37.703,728.255,0.1202,-0.00526,0.148,0.08,-2.636,0.0,0.068,0.0143,31.27,0.00053,9.81
10.188,37.662,728.695,0.1178,-0.00545,0.341,0.18,0.078,0.0,0.161,0.0136,31.07,0.00053,9.67
10.238,37.621,729.132,0.1155,-0.00534,0.324,0.245,2.007,0.0,0.079,-0.0014,30.9,0.00053,8.65
10.29,37.58,729.566,0.113,-0.00474,-0.098,0.133,1.3,0.0,-0.231,-0.0224,30.7,0.000572,10.22
10.34,37.54,729.998,0.111,-0.00457,-0.173,0.0,-2.239,0.0,-0.173,-0.0068,30.52,0.000572,9.87
10.389,37.499,730.427,0.109,-0.00469,-0.037,-0.026,-2.657,0.0,-0.011,0.0102,30.33,0.000572,8.98
10.444,37.459,730.853,0.1068,-0.00469,0.254,0.083,-0.529,0.0,0.171,0.018,30.15,0.000883,13.28
10.494,37.422,731.252,0.1049,-0.00467,0.288,0.183,2.179,0.0,0.105,0.0026,29.97,0.000883,13.46
10.546,37.382,731.674,0.103,-0.00441,0.143,0.184,2.01,0.0,-0.041,-0.0104,29.8,0.000883,14.39
10.593,37.343,732.093,0.1012,-0.00412,-0.027,0.11,0.017,0.0,-0.136,-0.0105,29.62,0.000883,11.51
10.643,37.304,732.509,0.0994,-0.00399,0.362,0.175,-1.488,0.0,0.187,0.017,29.44,-0.000166,11.48
10.693,37.265,732.923,0.0978,-0.00394,0.37,0.262,1.312,0.0,0.108,0.0053,29.25,-0.000166,10.63
10.741,37.226,733.334,0.0962,-0.00374,0.259,0.271,1.744,0.0,-0.011,-0.008,29.09,-0.000166,8.23
10.794,37.187,733.743,0.0947,-0.00375,0.309,0.273,0.167,0.0,0.036,-0.0006,28.91,-0.000166,10.62
10.846,37.149,734.149,0.0929,-0.00335,-0.299,0.085,0.045,0.0,-0.384,-0.0264,28.73,0.000515,12.75
10.894,37.11,734.553,0.0916,-0.00333,-0.285,-0.078,-3.754,0.0,-0.207,-0.0031,28.56,0.000515,10.15
10.946,37.075,734.931,0.0903,-0.00358,-0.062,-0.085,-3.263,0.0,0.023,0.0161,28.39,0.000515,11.72
10.995,37.037,735.33,0.0888,-0.00379,0.147,0.008,-0.134,0.0,0.139,0.0137,28.22,0.000515,10.04
11.048,37.0,735.726,0.0869,-0.00303,-0.726,-0.205,1.859,0.0,-0.521,-0.0396,28.06,1.5e-05,13.13
